l4at56um-in-pool1pts-25deg-250rpm20/11/202215:03:19	
Time (seconds)	Raw Heat Rate (uJ / s)
10944	-91,82590467
10945	-91,83011472
10946	-91,83423141
10947	-91,83815508
10948	-91,84178186
10949	-91,84502923
10950	-91,8479851
10951	-91,85071818
10952	-91,85314918
10953	-91,85524326
10954	-91,85706369
10955	-91,85859552
10956	-91,8597433
10957	-91,86042297
10958	-91,86062931
10959	-91,86040897
10960	-91,85982904
10961	-91,85901785
10962	-91,85806753
10963	-91,85700941
10964	-91,85587535
10965	-91,85466871
10966	-91,85333601
10967	-91,85189399
10968	-91,85044777
10969	-91,84902858
10970	-91,84769399
10971	-91,84654132
10972	-91,84560981
10973	-91,84494148
10974	-91,84456588
10975	-91,84439749
10976	-91,84434324
10977	-91,84437961
10978	-91,84457102
10979	-91,84498968
10980	-91,84560971
10981	-91,84637869
10982	-91,84723816
10983	-91,84801141
10984	-91,84856548
10985	-91,84888548
10986	-91,84890387
10987	-91,84860826
10988	-91,8480364
10989	-91,84715199
10990	-91,84595177
10991	-91,84452519
10992	-91,84300851
10993	-91,84145818
10994	-91,83986112
10995	-91,83819515
10996	-91,83646854
10997	-91,83466747
10998	-91,83276684
10999	-91,8307694
11000	-91,82860349
11001	-91,82629613
11002	-91,82395705
11003	-91,82157921
11004	-91,8191536
11005	-91,81675299
11006	-91,81434912
11007	-91,81181451
11008	-91,80914705
11009	-91,8064141
11010	-91,80367836
11011	-91,800947
11012	-91,7982789
11013	-91,79586373
11014	-91,7939177
11015	-91,79258689
11016	-91,79196685
11017	-91,79205603
11018	-91,79279461
11019	-91,79413164
11020	-91,79607811
11021	-91,79853638
11022	-91,80140719
11023	-91,80455644
11024	-91,8078795
11025	-91,81132368
11026	-91,81492257
11027	-91,81872549
11028	-91,82270433
11029	-91,82672765
11030	-91,83074378
11031	-91,83464974
11032	-91,83837694
11033	-91,84199967
11034	-91,84561146
11035	-91,84913792
11036	-91,85255907
11037	-91,85588295
11038	-91,85903479
11039	-91,86190909
11040	-91,86447516
11041	-91,86667268
11042	-91,86844981
11043	-91,86978799
11044	-91,8705913
11045	-91,87073366
11046	-91,87020613
11047	-91,86888954
11048	-91,8666885
11049	-91,86366028
11050	-91,85983242
11051	-91,85537035
11052	-91,85048869
11053	-91,84536262
11054	-91,84022553
11055	-91,83518146
11056	-91,83028761
11057	-91,82556326
11058	-91,82095734
11059	-91,81648584
11060	-91,81220454
11061	-91,80815797
11062	-91,80451915
11063	-91,8014151
11064	-91,79882041
11065	-91,79680814
11066	-91,79534279
11067	-91,79435791
11068	-91,79382211
11069	-91,7935444
11070	-91,79340291
11071	-91,79334076
11072	-91,79331753
11073	-91,79330452
11074	-91,79336566
11075	-91,79365964
11076	-91,79428702
11077	-91,79526197
11078	-91,79654768
11079	-91,79813273
11080	-91,80006844
11081	-91,80231647
11082	-91,80467809
11083	-91,80705967
11084	-91,8095384
11085	-91,81217934
11086	-91,8150435
11087	-91,81817262
11088	-91,82157277
11089	-91,82514702
11090	-91,8286944
11091	-91,8320464
11092	-91,83516092
11093	-91,83807976
11094	-91,84084347
11095	-91,84338715
11096	-91,84570906
11097	-91,84790272
11098	-91,84998675
11099	-91,85187753
11100	-91,85352473
11101	-91,85491661
11102	-91,8559976
11103	-91,85679169
11104	-91,85743975
11105	-91,85803066
11106	-91,85860905
11107	-91,85919236
11108	-91,85969531
11109	-91,86001685
11110	-91,8600959
11111	-91,85984358
11112	-91,85929236
11113	-91,85858279
11114	-91,85787762
11115	-91,85723087
11116	-91,85665426
11117	-91,85619458
11118	-91,85587927
11119	-91,8556583
11120	-91,8554551
11121	-91,85526297
11122	-91,85505693
11123	-91,85484942
11124	-91,85469532
11125	-91,85468535
11126	-91,85487151
11127	-91,85523129
11128	-91,85561195
11129	-91,85586622
11130	-91,85596917
11131	-91,85589026
11132	-91,85563908
11133	-91,85526467
11134	-91,85485147
11135	-91,85455176
11136	-91,8544945
11137	-91,85472311
11138	-91,85514135
11139	-91,85564596
11140	-91,85617373
11141	-91,85674532
11142	-91,8573444
11143	-91,85801739
11144	-91,85878825
11145	-91,85967093
11146	-91,86060934
11147	-91,86148046
11148	-91,86221028
11149	-91,86268159
11150	-91,86285495
11151	-91,86267243
11152	-91,86207529
11153	-91,86114726
11154	-91,85999529
11155	-91,8586879
11156	-91,85718405
11157	-91,85547275
11158	-91,8536151
11159	-91,85171945
11160	-91,84982844
11161	-91,84798859
11162	-91,84630281
11163	-91,84478184
11164	-91,84346641
11165	-91,84236905
11166	-91,84152901
11167	-91,84098582
11168	-91,84081086
11169	-91,84104444
11170	-91,84156309
11171	-91,84234972
11172	-91,84344659
11173	-91,84480804
11174	-91,84636469
11175	-91,84803781
11176	-91,84979825
11177	-91,85159064
11178	-91,85339814
11179	-91,85521681
11180	-91,8569796
11181	-91,85862683
11182	-91,86019037
11183	-91,86169142
11184	-91,86303041
11185	-91,86416001
11186	-91,86505632
11187	-91,86571878
11188	-91,86621961
11189	-91,86659297
11190	-91,86689717
11191	-91,8672576
11192	-91,86774579
11193	-91,86840527
11194	-91,86930586
11195	-91,87046101
11196	-91,87183698
11197	-91,87338991
11198	-91,87505329
11199	-91,87679269
11200	-91,87870018
11201	-91,88087631
11202	-91,88332807
11203	-91,88598016
11204	-91,88877277
11205	-91,89175559
11206	-91,89493399
11207	-91,89823656
11208	-91,90162585
11209	-91,90506811
11210	-91,90853605
11211	-91,91203292
11212	-91,91553648
11213	-91,91900152
11214	-91,92245835
11215	-91,9259018
11216	-91,92931029
11217	-91,93272791
11218	-91,93611533
11219	-91,93945488
11220	-91,94271281
11221	-91,94587396
11222	-91,94896539
11223	-91,95195474
11224	-91,95479551
11225	-91,95746607
11226	-91,95996481
11227	-91,96229268
11228	-91,96450473
11229	-91,96666614
11230	-91,96872862
11231	-91,97061857
11232	-91,97225401
11233	-91,97369129
11234	-91,97498538
11235	-91,97618835
11236	-91,97732219
11237	-91,97838956
11238	-91,97939985
11239	-91,9803648
11240	-91,98135219
11241	-91,98234782
11242	-91,98331225
11243	-91,9842505
11244	-91,98510934
11245	-91,98592806
11246	-91,9867743
11247	-91,98766935
11248	-91,9885856
11249	-91,98949932
11250	-91,99033934
11251	-91,99104874
11252	-91,99174454
11253	-91,99249447
11254	-91,99330052
11255	-91,99416775
11256	-91,99510731
11257	-91,99612549
11258	-91,99710087
11259	-91,9979842
11260	-91,99872831
11261	-91,99927172
11262	-91,99960424
11263	-91,99980288
11264	-91,99986038
11265	-91,99971081
11266	-91,99938012
11267	-91,99881802
11268	-91,99799652
11269	-91,99690705
11270	-91,99553795
11271	-91,99392721
11272	-91,99215642
11273	-91,99033392
11274	-91,98848435
11275	-91,98664356
11276	-91,98483016
11277	-91,98303288
11278	-91,98122896
11279	-91,97946165
11280	-91,97780506
11281	-91,97627193
11282	-91,97480984
11283	-91,97341678
11284	-91,97208432
11285	-91,97073705
11286	-91,96930576
11287	-91,96774452
11288	-91,96603208
11289	-91,96423965
11290	-91,96244627
11291	-91,96067441
11292	-91,95892032
11293	-91,95721242
11294	-91,95554081
11295	-91,95389764
11296	-91,95223844
11297	-91,95054554
11298	-91,94881983
11299	-91,94707046
11300	-91,9453069
11301	-91,94356347
11302	-91,9418861
11303	-91,94024897
11304	-91,93864941
11305	-91,93703145
11306	-91,93538942
11307	-91,93378299
11308	-91,93221094
11309	-91,93072784
11310	-91,92930864
11311	-91,92784835
11312	-91,92637128
11313	-91,92492123
11314	-91,92355823
11315	-91,92237189
11316	-91,92141216
11317	-91,92061776
11318	-91,92001582
11319	-91,91953549
11320	-91,91909631
11321	-91,91874495
11322	-91,91855772
11323	-91,91859679
11324	-91,91891074
11325	-91,91953005
11326	-91,92047951
11327	-91,92168059
11328	-91,92297707
11329	-91,92424542
11330	-91,92553423
11331	-91,9268899
11332	-91,92834701
11333	-91,92986691
11334	-91,93142421
11335	-91,93296852
11336	-91,9344123
11337	-91,9356069
11338	-91,93638722
11339	-91,93669751
11340	-91,93655857
11341	-91,93605795
11342	-91,93530031
11343	-91,93437619
11344	-91,93333738
11345	-91,93211514
11346	-91,93074283
11347	-91,92923314
11348	-91,92761313
11349	-91,92593057
11350	-91,92431107
11351	-91,92281097
11352	-91,92141544
11353	-91,92019124
11354	-91,91910387
11355	-91,91815643
11356	-91,91734696
11357	-91,91666908
11358	-91,91610123
11359	-91,91565292
11360	-91,915339
11361	-91,91505242
11362	-91,91471121
11363	-91,91434353
11364	-91,91404563
11365	-91,91388984
11366	-91,91389334
11367	-91,91416792
11368	-91,91477402
11369	-91,91563435
11370	-91,91663913
11371	-91,91778648
11372	-91,919014
11373	-91,92030634
11374	-91,92172161
11375	-91,92329736
11376	-91,92510809
11377	-91,92726829
11378	-91,92978541
11379	-91,93252463
11380	-91,93533968
11381	-91,93813667
11382	-91,94085443
11383	-91,94341909
11384	-91,94586964
11385	-91,94829726
11386	-91,95069388
11387	-91,95313856
11388	-91,95571988
11389	-91,95842134
11390	-91,96123189
11391	-91,96407367
11392	-91,96686812
11393	-91,96962958
11394	-91,97240309
11395	-91,97520448
11396	-91,9780857
11397	-91,98101218
11398	-91,98389755
11399	-91,98673298
11400	-91,98952503
11401	-91,99227865
11402	-91,99495499
11403	-91,9975311
11404	-91,99997923
11405	-92,0021997
11406	-92,00411203
11407	-92,00569334
11408	-92,00687966
11409	-92,00758957
11410	-92,00760591
11411	-92,00610886
11412	-92,00168081
11413	-91,99277924
11414	-91,97668779
11415	-91,94662728
11416	-91,89385609
11417	-91,81209246
11418	-91,69454708
11419	-91,53619799
11420	-91,32977113
11421	-91,07429266
11422	-90,77482663
11423	-90,42904897
11424	-90,03975522
11425	-89,61420203
11426	-89,15346063
11427	-88,66303866
11428	-88,15128366
11429	-87,62248272
11430	-87,08741686
11431	-86,56023025
11432	-86,0504
11433	-85,56705273
11434	-85,11854483
11435	-84,71553464
11436	-84,3615733
11437	-84,05415749
11438	-83,7974872
11439	-83,59135748
11440	-83,43065901
11441	-83,31582521
11442	-83,24512603
11443	-83,21306411
11444	-83,21785473
11445	-83,25619121
11446	-83,32476908
11447	-83,42100526
11448	-83,54150936
11449	-83,68480166
11450	-83,84767874
11451	-84,02611448
11452	-84,21757592
11453	-84,42165354
11454	-84,63573891
11455	-84,85632036
11456	-85,08403165
11457	-85,31631043
11458	-85,55015651
11459	-85,78544787
11460	-86,02241944
11461	-86,25855001
11462	-86,4914898
11463	-86,72307966
11464	-86,95096517
11465	-87,173373
11466	-87,39244487
11467	-87,60765543
11468	-87,81699924
11469	-88,02006967
11470	-88,21709106
11471	-88,40636632
11472	-88,58774073
11473	-88,76334855
11474	-88,93312509
11475	-89,095029
11476	-89,24978286
11477	-89,39871064
11478	-89,54003651
11479	-89,6744935
11480	-89,80329592
11481	-89,92493668
11482	-90,04008105
11483	-90,14896955
11484	-90,25136317
11485	-90,3487227
11486	-90,44115448
11487	-90,52850765
11488	-90,61054691
11489	-90,68752517
11490	-90,76003384
11491	-90,82779292
11492	-90,89105199
11493	-90,95043116
11494	-91,00575166
11495	-91,05727723
11496	-91,10555087
11497	-91,15027593
11498	-91,19181449
11499	-91,23079749
11500	-91,26696733
11501	-91,30071452
11502	-91,33251322
11503	-91,36204127
11504	-91,38947235
11505	-91,4152329
11506	-91,43917672
11507	-91,46147911
11508	-91,48258515
11509	-91,50237968
11510	-91,52083221
11511	-91,53824889
11512	-91,55474794
11513	-91,57025664
11514	-91,5849152
11515	-91,59885555
11516	-91,61192141
11517	-91,62419927
11518	-91,63590676
11519	-91,64711009
11520	-91,65787451
11521	-91,66829986
11522	-91,67837955
11523	-91,68804003
11524	-91,69735607
11525	-91,70643944
11526	-91,7153167
11527	-91,72407584
11528	-91,7327476
11529	-91,74129614
11530	-91,74984511
11531	-91,75832032
11532	-91,76655609
11533	-91,77447522
11534	-91,78198829
11535	-91,78911615
11536	-91,79588065
11537	-91,80225499
11538	-91,80824665
11539	-91,81387582
11540	-91,81915702
11541	-91,82407072
11542	-91,8285981
11543	-91,83274747
11544	-91,83647334
11545	-91,83968851
11546	-91,84252584
11547	-91,84517127
11548	-91,84769411
11549	-91,85008177
11550	-91,85225942
11551	-91,85414202
11552	-91,85568036
11553	-91,85683568
11554	-91,85760038
11555	-91,85802277
11556	-91,85817082
11557	-91,85806828
11558	-91,85774327
11559	-91,85728298
11560	-91,85675944
11561	-91,85622366
11562	-91,85566388
11563	-91,85509572
11564	-91,85453632
11565	-91,85401489
11566	-91,8535499
11567	-91,85321694
11568	-91,85304166
11569	-91,85300819
11570	-91,8531592
11571	-91,8535116
11572	-91,85407343
11573	-91,85487653
11574	-91,8558766
11575	-91,85701561
11576	-91,8583189
11577	-91,85979702
11578	-91,8613603
11579	-91,86301633
11580	-91,86476194
11581	-91,86657908
11582	-91,86841177
11583	-91,87020636
11584	-91,87193444
11585	-91,87364938
11586	-91,87530991
11587	-91,87692976
11588	-91,87853783
11589	-91,8801164
11590	-91,88171789
11591	-91,88326581
11592	-91,88469664
11593	-91,88606071
11594	-91,88728949
11595	-91,88831808
11596	-91,88917672
11597	-91,88987217
11598	-91,8904468
11599	-91,89099656
11600	-91,89151748
11601	-91,89203609
11602	-91,89244933
11603	-91,89262218
11604	-91,89260793
11605	-91,89246365
11606	-91,89222785
11607	-91,89192406
11608	-91,89152154
11609	-91,89098955
11610	-91,8903645
11611	-91,88974963
11612	-91,8892424
11613	-91,88891059
11614	-91,8887007
11615	-91,88852306
11616	-91,88833695
11617	-91,88818012
11618	-91,88811704
11619	-91,8882022
11620	-91,88839137
11621	-91,88865359
11622	-91,88895377
11623	-91,8892934
11624	-91,88975498
11625	-91,89037254
11626	-91,89104187
11627	-91,89168105
11628	-91,89227091
11629	-91,89280242
11630	-91,89322126
11631	-91,89353449
11632	-91,89370606
11633	-91,89368031
11634	-91,89335444
11635	-91,89271913
11636	-91,89180814
11637	-91,89062102
11638	-91,8891362
11639	-91,88737778
11640	-91,88537353
11641	-91,8831021
11642	-91,88052315
11643	-91,87762399
11644	-91,87438278
11645	-91,87097237
11646	-91,86748748
11647	-91,86392528
11648	-91,8602886
11649	-91,85657256
11650	-91,85275502
11651	-91,84888608
11652	-91,84500583
11653	-91,84113766
11654	-91,83727859
11655	-91,83345394
11656	-91,82976641
11657	-91,82633708
11658	-91,823209
11659	-91,82052612
11660	-91,81818562
11661	-91,81595081
11662	-91,81365613
11663	-91,8112537
11664	-91,80868196
11665	-91,80598266
11666	-91,80321238
11667	-91,8004789
11668	-91,79793297
11669	-91,79560915
11670	-91,79350308
11671	-91,79164534
11672	-91,78999633
11673	-91,78843744
11674	-91,78680695
11675	-91,78508263
11676	-91,78343911
11677	-91,78212047
11678	-91,78119906
11679	-91,78065514
11680	-91,78043809
11681	-91,78055575
11682	-91,78106535
11683	-91,78194082
11684	-91,7832183
11685	-91,78491765
11686	-91,78698682
11687	-91,78949967
11688	-91,79249335
11689	-91,79594503
11690	-91,7998429
11691	-91,80414668
11692	-91,80870256
11693	-91,81333976
11694	-91,81808049
11695	-91,82290079
11696	-91,82758818
11697	-91,8319896
11698	-91,83605369
11699	-91,83974712
11700	-91,84314423
11701	-91,84642944
11702	-91,84962179
11703	-91,85267102
11704	-91,85553187
11705	-91,85819108
11706	-91,86056968
11707	-91,86267721
11708	-91,86459506
11709	-91,86631919
11710	-91,86782869
11711	-91,86917489
11712	-91,87035768
11713	-91,87131583
11714	-91,87205417
11715	-91,87244699
11716	-91,87232426
11717	-91,87162868
11718	-91,8703875
11719	-91,86860262
11720	-91,86626533
11721	-91,86351904
11722	-91,86054216
11723	-91,85754344
11724	-91,85470992
11725	-91,8520452
11726	-91,84950748
11727	-91,84706314
11728	-91,84474286
11729	-91,84253538
11730	-91,84042898
11731	-91,83836636
11732	-91,83629902
11733	-91,83434062
11734	-91,83270413
11735	-91,83152518
11736	-91,83069462
11737	-91,83012318
11738	-91,82970239
11739	-91,82929821
11740	-91,82893694
11741	-91,82867333
11742	-91,82856128
11743	-91,82863295
11744	-91,82883366
11745	-91,82918364
11746	-91,82975703
11747	-91,8305222
11748	-91,83137739
11749	-91,83218236
11750	-91,83279294
11751	-91,83324796
11752	-91,83359529
11753	-91,83387519
11754	-91,83414621
11755	-91,83442238
11756	-91,83472564
11757	-91,83509209
11758	-91,83548733
11759	-91,83586091
11760	-91,83617792
11761	-91,83641795
11762	-91,83660431
11763	-91,83676858
11764	-91,83692889
11765	-91,83712723
11766	-91,83737903
11767	-91,83762113
11768	-91,83781172
11769	-91,83798781
11770	-91,83819427
11771	-91,8383787
11772	-91,83840713
11773	-91,83823469
11774	-91,83788135
11775	-91,83734323
11776	-91,83655615
11777	-91,83556407
11778	-91,83438658
11779	-91,83305221
11780	-91,83163292
11781	-91,83021864
11782	-91,82888568
11783	-91,82767931
11784	-91,82657597
11785	-91,82557015
11786	-91,82463675
11787	-91,82380615
11788	-91,82311083
11789	-91,82263078
11790	-91,82247784
11791	-91,8227011
11792	-91,82320753
11793	-91,82395428
11794	-91,82493425
11795	-91,82611308
11796	-91,82739506
11797	-91,82867963
11798	-91,82987485
11799	-91,8309068
11800	-91,83174269
11801	-91,83246537
11802	-91,83310923
11803	-91,83370271
11804	-91,83429028
11805	-91,83477922
11806	-91,83510254
11807	-91,83523895
11808	-91,83514372
11809	-91,8348276
11810	-91,834292
11811	-91,83352971
11812	-91,83261179
11813	-91,8316071
11814	-91,83053149
11815	-91,82929246
11816	-91,82781095
11817	-91,82600142
11818	-91,82384417
11819	-91,821303
11820	-91,81846557
11821	-91,81549637
11822	-91,81253286
11823	-91,80970185
11824	-91,80701874
11825	-91,80445927
11826	-91,8020056
11827	-91,79966044
11828	-91,79744263
11829	-91,79544443
11830	-91,79383444
11831	-91,79272078
11832	-91,79224061
11833	-91,79244209
11834	-91,79327032
11835	-91,79462188
11836	-91,79640128
11837	-91,79856631
11838	-91,80107565
11839	-91,80389147
11840	-91,80704813
11841	-91,8105663
11842	-91,81438249
11843	-91,81843245
11844	-91,82266863
11845	-91,82695758
11846	-91,83121697
11847	-91,83537653
11848	-91,83935795
11849	-91,8431833
11850	-91,84693403
11851	-91,85064879
11852	-91,85434531
11853	-91,85802629
11854	-91,86169424
11855	-91,86527741
11856	-91,86881915
11857	-91,87235627
11858	-91,87586263
11859	-91,8793193
11860	-91,88278488
11861	-91,88631585
11862	-91,88995526
11863	-91,89371237
11864	-91,89752895
11865	-91,90129466
11866	-91,90501176
11867	-91,90869878
11868	-91,91228723
11869	-91,91575591
11870	-91,91918425
11871	-91,92255478
11872	-91,92586631
11873	-91,9291226
11874	-91,93221899
11875	-91,93502793
11876	-91,93749682
11877	-91,9396269
11878	-91,94147236
11879	-91,94317813
11880	-91,94491268
11881	-91,94666512
11882	-91,94832956
11883	-91,949881
11884	-91,95132872
11885	-91,95262728
11886	-91,95379221
11887	-91,95487834
11888	-91,95592622
11889	-91,95703102
11890	-91,95830498
11891	-91,95972926
11892	-91,96121545
11893	-91,96267065
11894	-91,96398179
11895	-91,96504049
11896	-91,96585562
11897	-91,96650437
11898	-91,96701557
11899	-91,96741989
11900	-91,96776343
11901	-91,96807739
11902	-91,96839526
11903	-91,96869307
11904	-91,96891801
11905	-91,96897695
11906	-91,96882015
11907	-91,96849817
11908	-91,96809819
11909	-91,9676477
11910	-91,96714616
11911	-91,96662151
11912	-91,96611043
11913	-91,96564781
11914	-91,96516739
11915	-91,96458124
11916	-91,96377144
11917	-91,96268301
11918	-91,96138278
11919	-91,95990994
11920	-91,95826493
11921	-91,95642927
11922	-91,95434307
11923	-91,95197467
11924	-91,94934304
11925	-91,94643023
11926	-91,94321127
11927	-91,93974197
11928	-91,93608201
11929	-91,93225037
11930	-91,92830523
11931	-91,92438285
11932	-91,92049584
11933	-91,91667734
11934	-91,91305006
11935	-91,90968603
11936	-91,90659081
11937	-91,90380284
11938	-91,90138167
11939	-91,8994159
11940	-91,89807251
11941	-91,8973832
11942	-91,89728112
11943	-91,89765892
11944	-91,89847965
11945	-91,89975033
11946	-91,9014477
11947	-91,90353001
11948	-91,90589779
11949	-91,90854219
11950	-91,91154799
11951	-91,91497923
11952	-91,91879796
11953	-91,92286306
11954	-91,92692661
11955	-91,93075758
11956	-91,93429019
11957	-91,93752064
11958	-91,94053165
11959	-91,9434146
11960	-91,94610777
11961	-91,94846577
11962	-91,95037045
11963	-91,9518048
11964	-91,95276506
11965	-91,95326994
11966	-91,95337758
11967	-91,95318711
11968	-91,95269672
11969	-91,95189536
11970	-91,95080314
11971	-91,94936332
11972	-91,94738929
11973	-91,94477882
11974	-91,94157364
11975	-91,93788284
11976	-91,93391518
11977	-91,92986082
11978	-91,92579661
11979	-91,92177304
11980	-91,91781083
11981	-91,91391682
11982	-91,91016395
11983	-91,90666207
11984	-91,90346528
11985	-91,90060014
11986	-91,89816863
11987	-91,89642279
11988	-91,89547683
11989	-91,89521879
11990	-91,89541256
11991	-91,89576507
11992	-91,89601067
11993	-91,8960624
11994	-91,89595904
11995	-91,8958686
11996	-91,89606623
11997	-91,89663031
11998	-91,89762675
11999	-91,89923376
12000	-91,90145963
12001	-91,90412698
12002	-91,90706152
12003	-91,91008337
12004	-91,91307136
12005	-91,91613032
12006	-91,91945336
12007	-91,92324912
12008	-91,92756819
12009	-91,93221633
12010	-91,93676691
12011	-91,94053507
12012	-91,9421549
12013	-91,93978488
12014	-91,93118545
12015	-91,91075429
12016	-91,87132519
12017	-91,80697857
12018	-91,71081695
12019	-91,5733697
12020	-91,39043601
12021	-91,16414984
12022	-90,89017331
12023	-90,56975946
12024	-90,20898758
12025	-89,81040674
12026	-89,37712315
12027	-88,91021238
12028	-88,41508883
12029	-87,90026539
12030	-87,37290522
12031	-86,84444725
12032	-86,326317
12033	-85,8287789
12034	-85,36402243
12035	-84,93965295
12036	-84,55675493
12037	-84,22204217
12038	-83,93677097
12039	-83,69708899
12040	-83,50274889
12041	-83,35282184
12042	-83,2480498
12043	-83,18599063
12044	-83,16262897
12045	-83,17749978
12046	-83,2259187
12047	-83,3045416
12048	-83,41067997
12049	-83,54063427
12050	-83,69131261
12051	-83,86126819
12052	-84,04823216
12053	-84,24812838
12054	-84,45869315
12055	-84,67915424
12056	-84,90743921
12057	-85,14104841
12058	-85,37984594
12059	-85,62102687
12060	-85,86299202
12061	-86,10571203
12062	-86,34526887
12063	-86,58070847
12064	-86,81277999
12065	-87,04200891
12066	-87,26617438
12067	-87,48363735
12068	-87,69666271
12069	-87,90486962
12070	-88,10538984
12071	-88,298891
12072	-88,48668439
12073	-88,66636279
12074	-88,83881694
12075	-89,00423029
12076	-89,16209196
12077	-89,31386851
12078	-89,45957801
12079	-89,59979118
12080	-89,73330668
12081	-89,86007947
12082	-89,98127163
12083	-90,09543978
12084	-90,20278093
12085	-90,30490963
12086	-90,40109444
12087	-90,4912882
12088	-90,57665359
12089	-90,65686465
12090	-90,73199854
12091	-90,80263654
12092	-90,86916558
12093	-90,93172867
12094	-90,9897152
12095	-91,04345097
12096	-91,09350983
12097	-91,1401173
12098	-91,18365224
12099	-91,22432891
12100	-91,26191853
12101	-91,29646542
12102	-91,32845051
12103	-91,35801506
12104	-91,38492671
12105	-91,40932761
12106	-91,43179874
12107	-91,4523217
12108	-91,47101247
12109	-91,48825872
12110	-91,50419774
12111	-91,51876079
12112	-91,53209249
12113	-91,54468281
12114	-91,55657126
12115	-91,56779152
12116	-91,57863997
12117	-91,58931849
12118	-91,59985471
12119	-91,61032771
12120	-91,62090929
12121	-91,63148016
12122	-91,64193689
12123	-91,65234549
12124	-91,66259023
12125	-91,67249489
12126	-91,68204081
12127	-91,69122193
12128	-91,69988061
12129	-91,7079888
12130	-91,71559686
12131	-91,72266142
12132	-91,72908851
12133	-91,73492214
12134	-91,74020057
12135	-91,74479022
12136	-91,74867808
12137	-91,75197242
12138	-91,75470315
12139	-91,75695666
12140	-91,75884478
12141	-91,76033786
12142	-91,76143974
12143	-91,76215464
12144	-91,76248757
12145	-91,76256411
12146	-91,76249911
12147	-91,76227962
12148	-91,76187401
12149	-91,76138399
12150	-91,7609586
12151	-91,760711
12152	-91,76059733
12153	-91,76057182
12154	-91,76073919
12155	-91,76122236
12156	-91,76207886
12157	-91,76335873
12158	-91,76513864
12159	-91,76738404
12160	-91,76993642
12161	-91,77267673
12162	-91,77561206
12163	-91,77870442
12164	-91,78179076
12165	-91,7847342
12166	-91,78733709
12167	-91,78953355
12168	-91,79140175
12169	-91,7929658
12170	-91,79420585
12171	-91,79515865
12172	-91,79586601
12173	-91,79630641
12174	-91,7965191
12175	-91,79663121
12176	-91,7967273
12177	-91,79681099
12178	-91,79686842
12179	-91,79697377
12180	-91,79731676
12181	-91,79808647
12182	-91,79944498
12183	-91,80137288
12184	-91,80376472
12185	-91,8065809
12186	-91,80969718
12187	-91,81291564
12188	-91,81616603
12189	-91,81944281
12190	-91,82262727
12191	-91,82562334
12192	-91,82839041
12193	-91,83088152
12194	-91,83312673
12195	-91,83502887
12196	-91,83650873
12197	-91,837497
12198	-91,83793053
12199	-91,83774738
12200	-91,83691334
12201	-91,83540898
12202	-91,83333952
12203	-91,83079371
12204	-91,82777609
12205	-91,82436905
12206	-91,82061398
12207	-91,81648023
12208	-91,81190747
12209	-91,80684305
12210	-91,80137223
12211	-91,79552909
12212	-91,78933168
12213	-91,78301112
12214	-91,77687489
12215	-91,77106616
12216	-91,76574708
12217	-91,76106713
12218	-91,75707893
12219	-91,75374318
12220	-91,75105607
12221	-91,74901071
12222	-91,74770957
12223	-91,74739202
12224	-91,74817387
12225	-91,74987188
12226	-91,75231232
12227	-91,75533546
12228	-91,75866695
12229	-91,76204374
12230	-91,76528105
12231	-91,76825884
12232	-91,77079177
12233	-91,77277543
12234	-91,77433734
12235	-91,77558766
12236	-91,77661505
12237	-91,77741417
12238	-91,777948
12239	-91,77823329
12240	-91,77849465
12241	-91,77907841
12242	-91,78015502
12243	-91,78177238
12244	-91,78392954
12245	-91,78670611
12246	-91,7901697
12247	-91,79433102
12248	-91,79926614
12249	-91,80486861
12250	-91,81085034
12251	-91,81705916
12252	-91,82342395
12253	-91,82976014
12254	-91,83589584
12255	-91,84164493
12256	-91,84673762
12257	-91,85109538
12258	-91,85477829
12259	-91,85775599
12260	-91,85987495
12261	-91,86089546
12262	-91,86069817
12263	-91,85927486
12264	-91,85671231
12265	-91,8532395
12266	-91,8490935
12267	-91,84448899
12268	-91,83965442
12269	-91,83481623
12270	-91,83017931
12271	-91,82596201
12272	-91,82227157
12273	-91,81908301
12274	-91,81639507
12275	-91,81418133
12276	-91,81259942
12277	-91,81185226
12278	-91,8119201
12279	-91,81281963
12280	-91,81469188
12281	-91,81757883
12282	-91,8213254
12283	-91,82591662
12284	-91,83117412
12285	-91,83677156
12286	-91,84249103
12287	-91,84815627
12288	-91,85368868
12289	-91,85915441
12290	-91,86465648
12291	-91,87023721
12292	-91,87583793
12293	-91,88138219
12294	-91,88678629
12295	-91,89180816
12296	-91,89620644
12297	-91,89998554
12298	-91,90306511
12299	-91,90543355
12300	-91,90727406
12301	-91,90865285
12302	-91,90963538
12303	-91,91029438
12304	-91,91055725
12305	-91,91029676
12306	-91,9093164
12307	-91,90748406
12308	-91,90483815
12309	-91,9013899
12310	-91,8970936
12311	-91,89202928
12312	-91,8862947
12313	-91,87991845
12314	-91,87295685
12315	-91,86552601
12316	-91,85785113
12317	-91,85013916
12318	-91,84256827
12319	-91,83529752
12320	-91,82861229
12321	-91,82278817
12322	-91,81787929
12323	-91,81379065
12324	-91,81041006
12325	-91,80774046
12326	-91,80567348
12327	-91,80409804
12328	-91,80306083
12329	-91,80259738
12330	-91,80255985
12331	-91,8027573
12332	-91,80313535
12333	-91,80362501
12334	-91,80423201
12335	-91,80483521
12336	-91,80532381
12337	-91,80577466
12338	-91,80634302
