l4at56um-in-pool1pts-25deg-250rpm20/11/202215:03:19	
Time (seconds)	Raw Heat Rate (uJ / s)
6281	-91,98332204
6282	-91,98290074
6283	-91,9825505
6284	-91,98237082
6285	-91,98229553
6286	-91,98232036
6287	-91,98245047
6288	-91,98270266
6289	-91,98301228
6290	-91,98329399
6291	-91,98347039
6292	-91,98350639
6293	-91,98347004
6294	-91,9834812
6295	-91,98362496
6296	-91,98394425
6297	-91,98445951
6298	-91,98508348
6299	-91,98574773
6300	-91,98650296
6301	-91,98738768
6302	-91,98840789
6303	-91,98954203
6304	-91,99080107
6305	-91,99221135
6306	-91,99385384
6307	-91,99574205
6308	-91,99779238
6309	-91,99998051
6310	-92,00226599
6311	-92,00458246
6312	-92,00693281
6313	-92,00933851
6314	-92,01180296
6315	-92,01431414
6316	-92,01686159
6317	-92,01939442
6318	-92,02187246
6319	-92,02428891
6320	-92,02660175
6321	-92,02872854
6322	-92,0306351
6323	-92,03234444
6324	-92,03389539
6325	-92,03540503
6326	-92,03694629
6327	-92,03841778
6328	-92,03978752
6329	-92,04105845
6330	-92,04219053
6331	-92,04312605
6332	-92,04392207
6333	-92,04462377
6334	-92,04519304
6335	-92,04563602
6336	-92,04598358
6337	-92,04629064
6338	-92,04661652
6339	-92,04691355
6340	-92,04704747
6341	-92,04692098
6342	-92,04658957
6343	-92,04613745
6344	-92,04565741
6345	-92,04520822
6346	-92,04476219
6347	-92,04428678
6348	-92,04376559
6349	-92,04315878
6350	-92,04247917
6351	-92,04171214
6352	-92,04084009
6353	-92,03983331
6354	-92,03876388
6355	-92,03768472
6356	-92,03659203
6357	-92,03546555
6358	-92,03426902
6359	-92,03297049
6360	-92,03155935
6361	-92,02998016
6362	-92,02812222
6363	-92,02603245
6364	-92,02386206
6365	-92,02166766
6366	-92,01951524
6367	-92,01740162
6368	-92,01531515
6369	-92,01325095
6370	-92,01125199
6371	-92,00935288
6372	-92,0075638
6373	-92,00588383
6374	-92,00424504
6375	-92,0026353
6376	-92,00116501
6377	-91,99996021
6378	-91,99901322
6379	-91,99822227
6380	-91,99750717
6381	-91,99684964
6382	-91,99631054
6383	-91,99592128
6384	-91,9956017
6385	-91,99530555
6386	-91,99506403
6387	-91,99485391
6388	-91,99464626
6389	-91,99446784
6390	-91,9942853
6391	-91,99402119
6392	-91,99366273
6393	-91,99315783
6394	-91,99256513
6395	-91,99195412
6396	-91,99127464
6397	-91,99043754
6398	-91,98939513
6399	-91,98820502
6400	-91,98690285
6401	-91,98553313
6402	-91,98412949
6403	-91,98263832
6404	-91,98102249
6405	-91,97936038
6406	-91,97772652
6407	-91,97618727
6408	-91,97487083
6409	-91,97377539
6410	-91,9728101
6411	-91,9719215
6412	-91,97108664
6413	-91,97030278
6414	-91,96958754
6415	-91,96887122
6416	-91,96810482
6417	-91,96737098
6418	-91,9667612
6419	-91,9663376
6420	-91,9660932
6421	-91,96603513
6422	-91,96605315
6423	-91,96602469
6424	-91,96593141
6425	-91,96577711
6426	-91,9656174
6427	-91,96559033
6428	-91,96584829
6429	-91,96636418
6430	-91,96709742
6431	-91,9680695
6432	-91,96932148
6433	-91,97088181
6434	-91,9727421
6435	-91,97483252
6436	-91,97705983
6437	-91,97939178
6438	-91,98180674
6439	-91,98424836
6440	-91,98675243
6441	-91,98931178
6442	-91,99187314
6443	-91,99439043
6444	-91,99684298
6445	-91,9992814
6446	-92,00165765
6447	-92,0038183
6448	-92,00569184
6449	-92,00731984
6450	-92,00876108
6451	-92,01005363
6452	-92,01127813
6453	-92,01250556
6454	-92,01379152
6455	-92,01511929
6456	-92,0165319
6457	-92,01803167
6458	-92,01956088
6459	-92,02114266
6460	-92,02267665
6461	-92,02411972
6462	-92,02558975
6463	-92,02710802
6464	-92,02859771
6465	-92,02999748
6466	-92,03129097
6467	-92,03244503
6468	-92,03344049
6469	-92,03430007
6470	-92,0350996
6471	-92,03590659
6472	-92,03669808
6473	-92,03731986
6474	-92,03767934
6475	-92,03790613
6476	-92,03806416
6477	-92,0381349
6478	-92,03821925
6479	-92,03832545
6480	-92,03846164
6481	-92,03871807
6482	-92,03913355
6483	-92,03964393
6484	-92,04017722
6485	-92,04065506
6486	-92,04099461
6487	-92,04119839
6488	-92,04143284
6489	-92,04182601
6490	-92,04239783
6491	-92,04308034
6492	-92,04377664
6493	-92,04437102
6494	-92,04483835
6495	-92,04516561
6496	-92,04534816
6497	-92,0454093
6498	-92,04535325
6499	-92,04525404
6500	-92,04520949
6501	-92,0452654
6502	-92,04542596
6503	-92,04570253
6504	-92,04604435
6505	-92,04639905
6506	-92,04681116
6507	-92,04725492
6508	-92,0476644
6509	-92,04807436
6510	-92,04856516
6511	-92,04914159
6512	-92,04983881
6513	-92,05075175
6514	-92,0517919
6515	-92,0529109
6516	-92,05408078
6517	-92,05527704
6518	-92,05648423
6519	-92,05771623
6520	-92,05891536
6521	-92,06011696
6522	-92,06144204
6523	-92,06297053
6524	-92,06465859
6525	-92,06644824
6526	-92,0683013
6527	-92,07009012
6528	-92,07171795
6529	-92,07325935
6530	-92,07468736
6531	-92,07602292
6532	-92,0773468
6533	-92,07861048
6534	-92,07980343
6535	-92,0810032
6536	-92,0821314
6537	-92,08309606
6538	-92,08389895
6539	-92,08457222
6540	-92,08514986
6541	-92,08565873
6542	-92,08613412
6543	-92,08659152
6544	-92,08708259
6545	-92,08771786
6546	-92,08844994
6547	-92,08918244
6548	-92,08991884
6549	-92,09059391
6550	-92,09115108
6551	-92,09171081
6552	-92,09232653
6553	-92,09297699
6554	-92,09366864
6555	-92,09437265
6556	-92,09499453
6557	-92,09550983
6558	-92,09592878
6559	-92,09624657
6560	-92,09646896
6561	-92,09664827
6562	-92,09680554
6563	-92,09690142
6564	-92,09696914
6565	-92,09706899
6566	-92,09719965
6567	-92,09739271
6568	-92,09770348
6569	-92,09815432
6570	-92,09870234
6571	-92,09934047
6572	-92,10012661
6573	-92,10110572
6574	-92,10215332
6575	-92,10313534
6576	-92,10403353
6577	-92,10491427
6578	-92,1059454
6579	-92,10713606
6580	-92,10833094
6581	-92,10932054
6582	-92,11007294
6583	-92,11063344
6584	-92,11099978
6585	-92,11130617
6586	-92,11164047
6587	-92,11191772
6588	-92,11213654
6589	-92,11241764
6590	-92,11277412
6591	-92,11315782
6592	-92,11347804
6593	-92,11362768
6594	-92,11366524
6595	-92,11378734
6596	-92,11418163
6597	-92,11482807
6598	-92,11562345
6599	-92,11650169
6600	-92,11738606
6601	-92,11830574
6602	-92,11933647
6603	-92,12041412
6604	-92,12144297
6605	-92,12234727
6606	-92,12304598
6607	-92,12355403
6608	-92,12393421
6609	-92,12416184
6610	-92,12413698
6611	-92,12377142
6612	-92,12306076
6613	-92,12212188
6614	-92,12110068
6615	-92,12001369
6616	-92,11878968
6617	-92,11737879
6618	-92,11583639
6619	-92,11422547
6620	-92,1126633
6621	-92,11124018
6622	-92,10997828
6623	-92,10885753
6624	-92,10788158
6625	-92,10706564
6626	-92,10646773
6627	-92,10614456
6628	-92,1060362
6629	-92,10610686
6630	-92,10635106
6631	-92,10672056
6632	-92,10724075
6633	-92,10793271
6634	-92,1087319
6635	-92,10956689
6636	-92,11043102
6637	-92,11127371
6638	-92,11199844
6639	-92,11263658
6640	-92,11322482
6641	-92,1137217
6642	-92,11407693
6643	-92,1142623
6644	-92,11419645
6645	-92,11377403
6646	-92,11302167
6647	-92,11199264
6648	-92,11070911
6649	-92,10926515
6650	-92,10775492
6651	-92,1062232
6652	-92,10468975
6653	-92,10313613
6654	-92,10148406
6655	-92,09976054
6656	-92,09800777
6657	-92,09624398
6658	-92,09453517
6659	-92,09294517
6660	-92,09159167
6661	-92,09056425
6662	-92,08981084
6663	-92,08917239
6664	-92,08844406
6665	-92,08753705
6666	-92,08646116
6667	-92,0852381
6668	-92,08392523
6669	-92,08256126
6670	-92,08120303
6671	-92,07989935
6672	-92,07866549
6673	-92,0774487
6674	-92,07616901
6675	-92,07475671
6676	-92,07319945
6677	-92,0715405
6678	-92,06988113
6679	-92,06842918
6680	-92,06728112
6681	-92,0663945
6682	-92,0657429
6683	-92,06535825
6684	-92,06524568
6685	-92,06527803
6686	-92,06533837
6687	-92,06540691
6688	-92,06545744
6689	-92,06554985
6690	-92,06575194
6691	-92,06600126
6692	-92,06622602
6693	-92,06642025
6694	-92,06652982
6695	-92,06646243
6696	-92,06621184
6697	-92,06582821
6698	-92,06533203
6699	-92,06475806
6700	-92,06417122
6701	-92,06363932
6702	-92,06318574
6703	-92,06282739
6704	-92,0624911
6705	-92,06213288
6706	-92,06177764
6707	-92,06145441
6708	-92,06114152
6709	-92,06083786
6710	-92,06063532
6711	-92,06064418
6712	-92,06091382
6713	-92,06136154
6714	-92,06178754
6715	-92,06206852
6716	-92,06215357
6717	-92,06205795
6718	-92,06181633
6719	-92,06153709
6720	-92,06133088
6721	-92,06131879
6722	-92,06155599
6723	-92,06200941
6724	-92,062686
6725	-92,06358876
6726	-92,06458256
6727	-92,06546295
6728	-92,06621562
6729	-92,06696368
6730	-92,06782814
6731	-92,06888626
6732	-92,07006293
6733	-92,07133661
6734	-92,07269425
6735	-92,07408798
6736	-92,07541716
6737	-92,07662089
6738	-92,07773035
6739	-92,0787136
6740	-92,07947793
6741	-92,08000679
6742	-92,08036688
6743	-92,08062888
6744	-92,08086371
6745	-92,08106943
6746	-92,08121567
6747	-92,08134526
6748	-92,08142433
6749	-92,0814262
6750	-92,08131192
6751	-92,08102281
6752	-92,08060916
6753	-92,08008184
6754	-92,0793927
6755	-92,07852717
6756	-92,07754293
6757	-92,07647765
6758	-92,07530025
6759	-92,07405852
6760	-92,07281092
6761	-92,07161422
6762	-92,07050805
6763	-92,06944826
6764	-92,0683558
6765	-92,06728223
6766	-92,06629479
6767	-92,06534901
6768	-92,06449103
6769	-92,06377788
6770	-92,06321984
6771	-92,06278749
6772	-92,06252762
6773	-92,06248586
6774	-92,06261226
6775	-92,06283321
6776	-92,06306287
6777	-92,06320143
6778	-92,0633632
6779	-92,06366234
6780	-92,06403536
6781	-92,06440291
6782	-92,06474009
6783	-92,06502031
6784	-92,06528745
6785	-92,06553593
6786	-92,06571921
6787	-92,06581131
6788	-92,06575656
6789	-92,06549135
6790	-92,06501782
6791	-92,06441802
6792	-92,06383374
6793	-92,06325825
6794	-92,06261465
6795	-92,06185726
6796	-92,06102184
6797	-92,06014596
6798	-92,05920415
6799	-92,0581549
6800	-92,05707728
6801	-92,05602669
6802	-92,05492655
6803	-92,05375854
6804	-92,05250289
6805	-92,05116854
6806	-92,0497657
6807	-92,0482278
6808	-92,04651239
6809	-92,04467711
6810	-92,04279905
6811	-92,04089826
6812	-92,03902652
6813	-92,03726521
6814	-92,03567389
6815	-92,03425345
6816	-92,03305822
6817	-92,03218734
6818	-92,03165209
6819	-92,03143642
6820	-92,03144751
6821	-92,03155164
6822	-92,03172733
6823	-92,03200428
6824	-92,03235036
6825	-92,03278047
6826	-92,03326764
6827	-92,03372024
6828	-92,03406006
6829	-92,03422369
6830	-92,03413598
6831	-92,03376901
6832	-92,03314331
6833	-92,03230233
6834	-92,03134328
6835	-92,03037917
6836	-92,02943798
6837	-92,02851262
6838	-92,02761537
6839	-92,02669957
6840	-92,02567037
6841	-92,02454717
6842	-92,0233461
6843	-92,02207766
6844	-92,02079561
6845	-92,01953401
6846	-92,01823298
6847	-92,016859
6848	-92,01548004
6849	-92,01406796
6850	-92,01256988
6851	-92,01103271
6852	-92,00940978
6853	-92,00763707
6854	-92,0058129
6855	-92,00401992
6856	-92,00229225
6857	-92,00068354
6858	-91,99922723
6859	-91,99793038
6860	-91,9968847
6861	-91,99614522
6862	-91,99571522
6863	-91,99551366
6864	-91,99544131
6865	-91,99549825
6866	-91,99568974
6867	-91,99606981
6868	-91,99660684
6869	-91,99721179
6870	-91,9978533
6871	-91,99849154
6872	-91,9991363
6873	-91,99983492
6874	-92,00055316
6875	-92,00122247
6876	-92,0018894
6877	-92,00250465
6878	-92,00302422
6879	-92,00351187
6880	-92,00395056
6881	-92,00429929
6882	-92,00451631
6883	-92,00461062
6884	-92,00456818
6885	-92,00441781
6886	-92,004258
6887	-92,00407972
6888	-92,0038462
6889	-92,00356049
6890	-92,00315126
6891	-92,00253998
6892	-92,00175601
6893	-92,0008131
6894	-91,99969739
6895	-91,99845458
6896	-91,99711456
6897	-91,99577463
6898	-91,99453468
6899	-91,99343438
6900	-91,99247473
6901	-91,99163784
6902	-91,99083279
6903	-91,98995007
6904	-91,98899143
6905	-91,98796184
6906	-91,98682125
6907	-91,9855978
6908	-91,9843676
6909	-91,98321731
6910	-91,982187
6911	-91,98130276
6912	-91,98050001
6913	-91,97970882
6914	-91,97889482
6915	-91,97799217
6916	-91,97698096
6917	-91,97598459
6918	-91,97505728
6919	-91,97421422
6920	-91,97354987
6921	-91,97313814
6922	-91,97298706
6923	-91,97308966
6924	-91,97343717
6925	-91,97398699
6926	-91,97466969
6927	-91,97543399
6928	-91,97619061
6929	-91,97693142
6930	-91,97768603
6931	-91,97840579
6932	-91,97906535
6933	-91,97972892
6934	-91,98042313
6935	-91,98113018
6936	-91,98182419
6937	-91,9824608
6938	-91,98300885
6939	-91,98343644
6940	-91,98375622
6941	-91,98406146
6942	-91,98443361
6943	-91,98491319
6944	-91,98547504
6945	-91,98605421
6946	-91,98657923
6947	-91,98702681
6948	-91,98741315
6949	-91,98769777
6950	-91,98785932
6951	-91,98794357
6952	-91,98795636
6953	-91,98780593
6954	-91,98737178
6955	-91,98659784
6956	-91,98548259
6957	-91,98413298
6958	-91,98267132
6959	-91,98115711
6960	-91,97966855
6961	-91,97827323
6962	-91,97691716
6963	-91,97547564
6964	-91,97395255
6965	-91,97243582
6966	-91,97097207
6967	-91,96958909
6968	-91,96833489
6969	-91,96732083
6970	-91,96660674
6971	-91,96614811
6972	-91,96580401
6973	-91,9655003
6974	-91,96521863
6975	-91,96492211
6976	-91,96466102
6977	-91,96455775
6978	-91,96471025
6979	-91,96509574
6980	-91,96558983
6981	-91,96604795
6982	-91,96643212
6983	-91,96674385
6984	-91,96695339
6985	-91,96705091
6986	-91,96708854
6987	-91,96716583
6988	-91,96739927
6989	-91,96789889
6990	-91,96867051
6991	-91,96968517
6992	-91,97094548
6993	-91,97242617
6994	-91,97404986
6995	-91,97579423
6996	-91,97779073
6997	-91,98007851
6998	-91,98266043
6999	-91,98561685
7000	-91,98893309
7001	-91,99247223
7002	-91,99608073
7003	-91,99964904
7004	-92,00319023
7005	-92,00680564
7006	-92,01042973
7007	-92,01389936
7008	-92,01715948
7009	-92,0202119
7010	-92,02312263
7011	-92,025856
7012	-92,02841594
7013	-92,03082297
7014	-92,03296714
7015	-92,03480451
7016	-92,03644704
7017	-92,03802951
7018	-92,03952934
7019	-92,04087968
7020	-92,04206678
7021	-92,04309369
7022	-92,04399038
7023	-92,04481724
7024	-92,04565246
7025	-92,04646859
7026	-92,04723293
7027	-92,04789356
7028	-92,04838523
7029	-92,0487287
7030	-92,04893221
7031	-92,04899143
7032	-92,04891402
7033	-92,04872393
7034	-92,04833021
7035	-92,04767154
7036	-92,04690794
7037	-92,04611736
7038	-92,04528364
7039	-92,04440763
7040	-92,04345506
7041	-92,04239965
7042	-92,04130432
7043	-92,04023007
7044	-92,0391624
7045	-92,03813849
7046	-92,0371548
7047	-92,03615783
7048	-92,03522549
7049	-92,03446432
7050	-92,03382786
7051	-92,03319249
7052	-92,03253731
7053	-92,03180427
7054	-92,03094942
7055	-92,03001843
7056	-92,02900584
7057	-92,027927
7058	-92,02687964
7059	-92,02597362
7060	-92,02526942
7061	-92,02479386
7062	-92,02447235
7063	-92,02416055
7064	-92,02376748
7065	-92,02330637
7066	-92,02280103
7067	-92,02230975
7068	-92,02192304
7069	-92,02170711
7070	-92,02168597
7071	-92,02192709
7072	-92,02243629
7073	-92,02317487
7074	-92,02407017
7075	-92,02502737
7076	-92,02593801
7077	-92,02679615
7078	-92,02765651
7079	-92,02857134
7080	-92,02956972
7081	-92,03061589
7082	-92,0316783
7083	-92,03280043
7084	-92,03390658
7085	-92,03491254
7086	-92,0358077
7087	-92,03650823
7088	-92,03696033
7089	-92,03723511
7090	-92,03736393
7091	-92,03739093
7092	-92,03743446
7093	-92,03755826
7094	-92,03774797
7095	-92,03807853
7096	-92,03858005
7097	-92,03920631
7098	-92,03993403
7099	-92,04085691
7100	-92,04201536
7101	-92,04335136
7102	-92,04489532
7103	-92,04658446
7104	-92,04825817
7105	-92,04985752
7106	-92,0513806
7107	-92,05279654
7108	-92,0541431
7109	-92,055477
7110	-92,05678185
7111	-92,05810436
7112	-92,05958291
7113	-92,06121194
7114	-92,06290457
7115	-92,06458379
7116	-92,06618217
7117	-92,06768066
7118	-92,06918311
7119	-92,07075833
7120	-92,07244875
7121	-92,07430024
7122	-92,07626403
7123	-92,07820514
7124	-92,08008465
7125	-92,08185672
7126	-92,0834845
7127	-92,08486864
7128	-92,08592357
7129	-92,08662333
7130	-92,08708104
7131	-92,08745174
7132	-92,08776831
7133	-92,08801056
7134	-92,08820223
7135	-92,08830295
7136	-92,08822812
7137	-92,08796552
7138	-92,08755005
7139	-92,08696618
7140	-92,08617226
7141	-92,08509702
7142	-92,08373933
7143	-92,08219455
7144	-92,08047975
7145	-92,07851967
7146	-92,07630397
7147	-92,07387341
7148	-92,07118649
7149	-92,06830236
7150	-92,06533988
7151	-92,06239365
7152	-92,05951701
7153	-92,05667855
7154	-92,05388621
7155	-92,05123748
7156	-92,04883233
7157	-92,04670433
7158	-92,04489506
7159	-92,04356372
7160	-92,04274537
7161	-92,04235344
7162	-92,04234244
7163	-92,04276699
7164	-92,04360335
7165	-92,0447829
7166	-92,04617344
7167	-92,04775172
7168	-92,04965253
7169	-92,05192518
7170	-92,05450827
7171	-92,0573569
7172	-92,06035332
7173	-92,06339209
7174	-92,06637195
7175	-92,06926773
7176	-92,07210149
7177	-92,07490193
7178	-92,07758751
7179	-92,08006227
7180	-92,08230216
7181	-92,08433497
7182	-92,086156
7183	-92,08773543
7184	-92,08908771
7185	-92,09024905
7186	-92,09117545
7187	-92,09182461
7188	-92,09218012
7189	-92,09220457
7190	-92,09192632
7191	-92,09138679
7192	-92,09060913
7193	-92,08967062
7194	-92,08863778
7195	-92,08759806
7196	-92,08667709
7197	-92,08582523
7198	-92,08487876
7199	-92,08367158
7200	-92,082137
7201	-92,08028424
7202	-92,07825503
7203	-92,07611235
7204	-92,0739264
7205	-92,07180149
7206	-92,06971299
7207	-92,06756165
7208	-92,06531594
7209	-92,06295851
7210	-92,06041413
7211	-92,05760141
7212	-92,05457688
7213	-92,05142997
7214	-92,04824022
7215	-92,04503265
7216	-92,04188271
7217	-92,03881443
7218	-92,03582204
7219	-92,03281774
7220	-92,02976896
7221	-92,02671383
7222	-92,02361109
7223	-92,02043741
7224	-92,01725179
7225	-92,01406505
7226	-92,01086764
7227	-92,00771198
7228	-92,00466036
7229	-92,00173888
7230	-91,99899381
7231	-91,99636555
7232	-91,99374148
7233	-91,99105079
7234	-91,98835778
7235	-91,98566165
7236	-91,98299367
7237	-91,98044457
7238	-91,97806676
7239	-91,97592037
7240	-91,97409188
7241	-91,97265936
7242	-91,97154876
7243	-91,97064173
7244	-91,96986328
7245	-91,96914012
7246	-91,96852892
7247	-91,96811736
7248	-91,96802982
7249	-91,96842138
7250	-91,96936079
7251	-91,97079141
7252	-91,97273395
7253	-91,97507944
7254	-91,97758082
7255	-91,98009583
7256	-91,98253749
7257	-91,98492518
7258	-91,98735831
7259	-91,98994823
7260	-91,9927409
7261	-91,99567959
7262	-91,99869652
7263	-92,00165519
7264	-92,00434658
7265	-92,00660286
7266	-92,00841079
