stp2loop16-63um-in-loop1pts-10um-25deg-250rpm05/12/202208:50:59	
Time (seconds)	Raw Heat Rate (uJ / s)
16999	-91,55648147
17000	-91,55491674
17001	-91,55347652
17002	-91,55227571
17003	-91,55139864
17004	-91,55088394
17005	-91,55073676
17006	-91,55088707
17007	-91,55133877
17008	-91,55205542
17009	-91,55292328
17010	-91,55383148
17011	-91,55469115
17012	-91,55538696
17013	-91,55586815
17014	-91,55617683
17015	-91,55627089
17016	-91,55602268
17017	-91,55538447
17018	-91,55432739
17019	-91,55285607
17020	-91,5509778
17021	-91,54880042
17022	-91,54638056
17023	-91,54378804
17024	-91,54111053
17025	-91,53844489
17026	-91,53584386
17027	-91,53344394
17028	-91,53135039
17029	-91,52956729
17030	-91,52805543
17031	-91,52673819
17032	-91,52545665
17033	-91,52410371
17034	-91,52273923
17035	-91,52139997
17036	-91,52002615
17037	-91,51863553
17038	-91,51725547
17039	-91,51601865
17040	-91,51503906
17041	-91,51436348
17042	-91,51395653
17043	-91,51371645
17044	-91,51354966
17045	-91,51348825
17046	-91,51358327
17047	-91,51393606
17048	-91,51470915
17049	-91,51598004
17050	-91,51774786
17051	-91,51998548
17052	-91,52262349
17053	-91,52557408
17054	-91,52874325
17055	-91,53210248
17056	-91,53561586
17057	-91,53923395
17058	-91,54299882
17059	-91,54692871
17060	-91,55099145
17061	-91,55530999
17062	-91,56006211
17063	-91,56535282
17064	-91,57104546
17065	-91,57694582
17066	-91,58284183
17067	-91,58850975
17068	-91,59376501
17069	-91,59847165
17070	-91,60248854
17071	-91,60584538
17072	-91,60864735
17073	-91,61092071
17074	-91,61280648
17075	-91,61445358
17076	-91,6158706
17077	-91,61699958
17078	-91,61772379
17079	-91,61809388
17080	-91,61826602
17081	-91,61838571
17082	-91,61856213
17083	-91,61901942
17084	-91,61992351
17085	-91,62137001
17086	-91,62331277
17087	-91,62555269
17088	-91,62793771
17089	-91,6303328
17090	-91,63260892
17091	-91,63468506
17092	-91,63653187
17093	-91,63816038
17094	-91,63968653
17095	-91,64117138
17096	-91,64264347
17097	-91,64423188
17098	-91,64588281
17099	-91,64749087
17100	-91,64896978
17101	-91,65023821
17102	-91,65137508
17103	-91,65258562
17104	-91,65402197
17105	-91,65577345
17106	-91,65789308
17107	-91,66041683
17108	-91,66333673
17109	-91,6665516
17110	-91,67003055
17111	-91,67371513
17112	-91,67752336
17113	-91,68151578
17114	-91,68573706
17115	-91,69028031
17116	-91,69540191
17117	-91,70118342
17118	-91,70740132
17119	-91,71377167
17120	-91,72006311
17121	-91,72612831
17122	-91,7318566
17123	-91,73720634
17124	-91,7421443
17125	-91,74653619
17126	-91,75034422
17127	-91,75355735
17128	-91,75613046
17129	-91,7581275
17130	-91,75957376
17131	-91,76034937
17132	-91,76044847
17133	-91,76002616
17134	-91,75921779
17135	-91,75816105
17136	-91,756939
17137	-91,75562192
17138	-91,75427185
17139	-91,75299076
17140	-91,75194012
17141	-91,75118192
17142	-91,75076444
17143	-91,75070555
17144	-91,75097604
17145	-91,75155103
17146	-91,7524239
17147	-91,7535596
17148	-91,75493328
17149	-91,75651785
17150	-91,75832279
17151	-91,76030398
17152	-91,76236452
17153	-91,76441082
17154	-91,76633443
17155	-91,76795004
17156	-91,76918487
17157	-91,76995298
17158	-91,77031231
17159	-91,77034366
17160	-91,76999662
17161	-91,76921796
17162	-91,7680095
17163	-91,76635162
17164	-91,76428165
17165	-91,76181625
17166	-91,75902333
17167	-91,75597051
17168	-91,75273864
17169	-91,74945161
17170	-91,74632221
17171	-91,74350354
17172	-91,74114515
17173	-91,73920407
17174	-91,73760383
17175	-91,73642309
17176	-91,73565205
17177	-91,73520612
17178	-91,7350064
17179	-91,73501512
17180	-91,73519813
17181	-91,73551445
17182	-91,73596139
17183	-91,73646933
17184	-91,7369554
17185	-91,73738248
17186	-91,73774261
17187	-91,73804225
17188	-91,73827899
17189	-91,73838191
17190	-91,73831404
17191	-91,73818815
17192	-91,73802582
17193	-91,73785114
17194	-91,73762044
17195	-91,73725593
17196	-91,73670565
17197	-91,73592795
17198	-91,73501119
17199	-91,73396929
17200	-91,73279097
17201	-91,73148061
17202	-91,72998778
17203	-91,72832519
17204	-91,72661486
17205	-91,72492628
17206	-91,72328108
17207	-91,72169018
17208	-91,72009268
17209	-91,71839056
17210	-91,71659042
17211	-91,71481252
17212	-91,71308554
17213	-91,71136479
17214	-91,70963658
17215	-91,70777467
17216	-91,70565613
17217	-91,70324797
17218	-91,70054076
17219	-91,69751934
17220	-91,69426495
17221	-91,69083226
17222	-91,68728451
17223	-91,68369373
17224	-91,68015421
17225	-91,67670355
17226	-91,67327624
17227	-91,66982874
17228	-91,66638353
17229	-91,66305855
17230	-91,66002973
17231	-91,6574008
17232	-91,6552098
17233	-91,65348774
17234	-91,65221397
17235	-91,65123937
17236	-91,65043769
17237	-91,64980769
17238	-91,64943249
17239	-91,6493698
17240	-91,64966267
17241	-91,65042191
17242	-91,65176134
17243	-91,65363917
17244	-91,65589662
17245	-91,65840635
17246	-91,66110084
17247	-91,66398294
17248	-91,66705204
17249	-91,67034732
17250	-91,67387572
17251	-91,67758139
17252	-91,68137501
17253	-91,68518007
17254	-91,6889603
17255	-91,6927149
17256	-91,69639738
17257	-91,6999218
17258	-91,70329481
17259	-91,70660685
17260	-91,70981653
17261	-91,71278778
17262	-91,71542773
17263	-91,7177065
17264	-91,71956298
17265	-91,7210232
17266	-91,72221135
17267	-91,72319053
17268	-91,7239144
17269	-91,72437727
17270	-91,7245997
17271	-91,72456474
17272	-91,72428703
17273	-91,72374304
17274	-91,72289839
17275	-91,72185593
17276	-91,72072635
17277	-91,7194868
17278	-91,71817697
17279	-91,71684987
17280	-91,71551802
17281	-91,714163
17282	-91,71288027
17283	-91,71191106
17284	-91,71137581
17285	-91,71128635
17286	-91,7116369
17287	-91,71241811
17288	-91,713639
17289	-91,71526165
17290	-91,71724886
17291	-91,71971468
17292	-91,72279832
17293	-91,72641056
17294	-91,73044323
17295	-91,73472681
17296	-91,73906999
17297	-91,74330043
17298	-91,74726874
17299	-91,75087965
17300	-91,75402654
17301	-91,7567014
17302	-91,75897053
17303	-91,76089077
17304	-91,76244684
17305	-91,76365986
17306	-91,7645491
17307	-91,76513301
17308	-91,76551315
17309	-91,76578933
17310	-91,7661045
17311	-91,76660998
17312	-91,76734809
17313	-91,76828865
17314	-91,76950253
17315	-91,77103762
17316	-91,77280039
17317	-91,77469849
17318	-91,77663373
17319	-91,77858484
17320	-91,78044765
17321	-91,78205337
17322	-91,78334456
17323	-91,78439013
17324	-91,78529577
17325	-91,78617076
17326	-91,78709824
17327	-91,78809187
17328	-91,78916164
17329	-91,79026241
17330	-91,79143477
17331	-91,79272832
17332	-91,79413902
17333	-91,79564518
17334	-91,7971806
17335	-91,79875652
17336	-91,80041521
17337	-91,8021608
17338	-91,80388712
17339	-91,80546585
17340	-91,80672658
17341	-91,80749417
17342	-91,80771962
17343	-91,80738451
17344	-91,80646829
17345	-91,80490715
17346	-91,80277235
17347	-91,80021419
17348	-91,79737633
17349	-91,79448016
17350	-91,79169313
17351	-91,78910474
17352	-91,78673882
17353	-91,78454559
17354	-91,78246272
17355	-91,78053033
17356	-91,77885109
17357	-91,77751664
17358	-91,77661051
17359	-91,77621277
17360	-91,77643267
17361	-91,77723909
17362	-91,77855139
17363	-91,78026509
17364	-91,78218507
17365	-91,78411594
17366	-91,78600422
17367	-91,78786555
17368	-91,78981156
17369	-91,79198446
17370	-91,79438272
17371	-91,79694072
17372	-91,79958833
17373	-91,80215676
17374	-91,80449539
17375	-91,80654159
17376	-91,80830643
17377	-91,80982077
17378	-91,81119361
17379	-91,81256117
17380	-91,81404451
17381	-91,81575057
17382	-91,81763029
17383	-91,81953393
17384	-91,8212186
17385	-91,82248102
17386	-91,82316465
17387	-91,82321484
17388	-91,82269286
17389	-91,8216958
17390	-91,82032982
17391	-91,81864399
17392	-91,81659845
17393	-91,8142022
17394	-91,81154
17395	-91,80865793
17396	-91,80543029
17397	-91,8019053
17398	-91,79824336
17399	-91,79459356
17400	-91,79114906
17401	-91,78809727
17402	-91,78556431
17403	-91,78368282
17404	-91,78254989
17405	-91,78218005
17406	-91,7825648
17407	-91,78369396
17408	-91,78536324
17409	-91,78731626
17410	-91,78945325
17411	-91,79192075
17412	-91,79487677
17413	-91,79846617
17414	-91,80317827
17415	-91,80984221
17416	-91,81958555
17417	-91,83386605
17418	-91,85334545
17419	-91,87758198
17420	-91,90622177
17421	-91,93920617
17422	-91,97599155
17423	-92,0157918
17424	-92,05828063
17425	-92,10331373
17426	-92,15039075
17427	-92,19881188
17428	-92,24807839
17429	-92,29746864
17430	-92,346047
17431	-92,39248798
17432	-92,43504567
17433	-92,4728952
17434	-92,5061877
17435	-92,53495296
17436	-92,55897947
17437	-92,57862798
17438	-92,59462202
17439	-92,60728134
17440	-92,61675041
17441	-92,62322149
17442	-92,62707702
17443	-92,62859352
17444	-92,62787832
17445	-92,62502792
17446	-92,62031424
17447	-92,61398189
17448	-92,60603055
17449	-92,59663919
17450	-92,5860798
17451	-92,57451688
17452	-92,56218662
17453	-92,54927987
17454	-92,5356706
17455	-92,52123898
17456	-92,50623182
17457	-92,49056643
17458	-92,47419308
17459	-92,45739351
17460	-92,44006847
17461	-92,42216109
17462	-92,40386497
17463	-92,38523598
17464	-92,36638314
17465	-92,34740397
17466	-92,32830778
17467	-92,30914295
17468	-92,29008923
17469	-92,27144663
17470	-92,25350902
17471	-92,23633435
17472	-92,22015665
17473	-92,2050149
17474	-92,19076301
17475	-92,17755147
17476	-92,16529507
17477	-92,15373102
17478	-92,14285452
17479	-92,13257818
17480	-92,12264039
17481	-92,11308571
17482	-92,10392745
17483	-92,09499524
17484	-92,08621075
17485	-92,07746198
17486	-92,06870417
17487	-92,05983868
17488	-92,05085917
17489	-92,04183875
17490	-92,03276522
17491	-92,02374988
17492	-92,01490744
17493	-92,0061954
17494	-91,99760275
17495	-91,9892328
17496	-91,98107734
17497	-91,97312764
17498	-91,96544966
17499	-91,95804449
17500	-91,95092485
17501	-91,94409572
17502	-91,93756006
17503	-91,93123833
17504	-91,9250208
17505	-91,91881724
17506	-91,91254418
17507	-91,90620901
17508	-91,89988118
17509	-91,89364368
17510	-91,88759358
17511	-91,88180051
17512	-91,87618976
17513	-91,87066745
17514	-91,86530048
17515	-91,8601255
17516	-91,85511264
17517	-91,85035773
17518	-91,84598004
17519	-91,84198011
17520	-91,83841104
17521	-91,83528489
17522	-91,83250623
17523	-91,83005063
17524	-91,82778121
17525	-91,82563758
17526	-91,82358615
17527	-91,82156499
17528	-91,81959063
17529	-91,81775171
17530	-91,81606404
17531	-91,81448223
17532	-91,81294289
17533	-91,81140689
17534	-91,80989825
17535	-91,80846387
17536	-91,80712915
17537	-91,80592467
17538	-91,80482901
17539	-91,80382869
17540	-91,80289687
17541	-91,80208582
17542	-91,80146552
17543	-91,80108729
17544	-91,80081573
17545	-91,80051395
17546	-91,80015081
17547	-91,79972109
17548	-91,79920446
17549	-91,79864421
17550	-91,79805716
17551	-91,79745425
17552	-91,79685364
17553	-91,79631531
17554	-91,79594083
17555	-91,79577906
17556	-91,79579115
17557	-91,79594397
17558	-91,79616873
17559	-91,79647234
17560	-91,79688174
17561	-91,79740918
17562	-91,79809404
17563	-91,79898802
17564	-91,80009599
17565	-91,80138076
17566	-91,80279673
17567	-91,8043266
17568	-91,80593681
17569	-91,80755453
17570	-91,80910864
17571	-91,81055912
17572	-91,81191429
17573	-91,8131823
17574	-91,8142994
17575	-91,81526648
17576	-91,81605927
17577	-91,81661627
17578	-91,81688481
17579	-91,81687573
17580	-91,81672973
17581	-91,81659247
17582	-91,8164951
17583	-91,81647443
17584	-91,81652133
17585	-91,81660525
17586	-91,81671667
17587	-91,81684187
17588	-91,8169593
17589	-91,81718319
17590	-91,81754784
17591	-91,8180585
17592	-91,81872522
17593	-91,8194863
17594	-91,82017771
17595	-91,82055298
17596	-91,82048917
17597	-91,82001499
17598	-91,81918518
17599	-91,81809531
17600	-91,8168278
17601	-91,81539928
17602	-91,81382245
17603	-91,81212821
17604	-91,81030933
17605	-91,80846625
17606	-91,80662773
17607	-91,80471965
17608	-91,80270782
17609	-91,80066549
17610	-91,79870437
17611	-91,79686888
17612	-91,79522246
17613	-91,79386649
17614	-91,79277326
17615	-91,79178484
17616	-91,7907834
17617	-91,78969101
17618	-91,78849808
17619	-91,78721892
17620	-91,78584598
17621	-91,78452722
17622	-91,78344643
17623	-91,78270032
17624	-91,78228486
17625	-91,78222008
17626	-91,78251749
17627	-91,78308326
17628	-91,78369674
17629	-91,78426606
17630	-91,78490782
17631	-91,78568755
17632	-91,78657518
17633	-91,78754072
17634	-91,78850035
17635	-91,78927356
17636	-91,7897324
17637	-91,78983342
17638	-91,78953387
17639	-91,78884666
17640	-91,78778946
17641	-91,78635502
17642	-91,7845055
17643	-91,78231923
17644	-91,7799204
17645	-91,77734507
17646	-91,77468554
17647	-91,77201049
17648	-91,76924694
17649	-91,76632758
17650	-91,76335962
17651	-91,76041273
17652	-91,75746135
17653	-91,75460798
17654	-91,7519489
17655	-91,74949694
17656	-91,74723295
17657	-91,74511968
17658	-91,74306494
17659	-91,74096722
17660	-91,73879255
17661	-91,73650234
17662	-91,73415059
17663	-91,73183101
17664	-91,72967612
17665	-91,72771884
17666	-91,72595474
17667	-91,72445133
17668	-91,72323564
17669	-91,72228999
17670	-91,72156956
17671	-91,72104515
17672	-91,72079381
17673	-91,72093525
17674	-91,72154923
17675	-91,72262576
17676	-91,72406853
17677	-91,72570398
17678	-91,72745266
17679	-91,72920139
17680	-91,73084352
17681	-91,73233776
17682	-91,73365678
17683	-91,73475828
17684	-91,7355995
17685	-91,73624034
17686	-91,73676584
17687	-91,73723232
17688	-91,73761376
17689	-91,73782563
17690	-91,73778838
17691	-91,73745356
17692	-91,73687935
17693	-91,73616141
17694	-91,73542459
17695	-91,73482035
17696	-91,73438025
17697	-91,73409639
17698	-91,73400594
17699	-91,73415595
17700	-91,73456099
17701	-91,73517224
17702	-91,73585462
17703	-91,73654661
17704	-91,73728595
17705	-91,73816571
17706	-91,73931791
17707	-91,74077414
17708	-91,74246159
17709	-91,74428932
17710	-91,74612555
17711	-91,74792894
17712	-91,74970765
17713	-91,75139072
17714	-91,75284481
17715	-91,75395416
17716	-91,75467663
17717	-91,75507047
17718	-91,75522139
17719	-91,75521503
17720	-91,75518518
17721	-91,75529845
17722	-91,75569138
17723	-91,75653927
17724	-91,75789201
17725	-91,75967174
17726	-91,76179578
17727	-91,76415439
17728	-91,76671483
17729	-91,76955828
17730	-91,77273114
17731	-91,77621084
17732	-91,7799335
17733	-91,78375163
17734	-91,78752928
17735	-91,79110003
17736	-91,79432634
17737	-91,79715482
17738	-91,79941861
17739	-91,80108496
17740	-91,80230561
17741	-91,80318469
17742	-91,8038927
17743	-91,80459256
17744	-91,80529274
17745	-91,80600927
17746	-91,80679102
17747	-91,80760266
17748	-91,80846968
17749	-91,80938912
17750	-91,81027847
17751	-91,8109908
17752	-91,81139311
17753	-91,81149158
17754	-91,81136816
17755	-91,81102589
17756	-91,81047837
17757	-91,80969454
17758	-91,80865967
17759	-91,80743225
17760	-91,80598766
17761	-91,80433184
17762	-91,80261876
17763	-91,80100885
17764	-91,79968343
17765	-91,79883093
17766	-91,79858862
17767	-91,79906155
17768	-91,80027673
17769	-91,80217975
17770	-91,80471801
17771	-91,80778023
17772	-91,81122243
17773	-91,81492663
17774	-91,8187913
17775	-91,82276455
17776	-91,82682796
17777	-91,83087445
17778	-91,83468771
17779	-91,8381075
17780	-91,8410983
17781	-91,84369558
17782	-91,84593623
17783	-91,84781378
17784	-91,84934616
17785	-91,85055469
17786	-91,85147927
17787	-91,85221741
17788	-91,85276847
17789	-91,85309983
17790	-91,85325569
17791	-91,8532825
17792	-91,85326669
17793	-91,85338149
17794	-91,85371711
17795	-91,85420181
17796	-91,85475324
17797	-91,8553886
17798	-91,85621442
17799	-91,85726642
17800	-91,85855679
17801	-91,86008228
17802	-91,86176086
17803	-91,86356182
17804	-91,86550158
17805	-91,86754956
17806	-91,86962887
17807	-91,87163601
17808	-91,87342972
17809	-91,87491809
17810	-91,87615792
17811	-91,87716616
17812	-91,8779331
17813	-91,87846112
17814	-91,87874451
17815	-91,87880845
17816	-91,87861122
17817	-91,87807193
17818	-91,87717067
17819	-91,87595107
17820	-91,87444154
17821	-91,87274215
17822	-91,8710319
17823	-91,8695014
17824	-91,86824
17825	-91,86715597
17826	-91,86616636
17827	-91,8651679
17828	-91,86406312
17829	-91,8628363
17830	-91,86146241
17831	-91,86001402
17832	-91,85861845
17833	-91,85733923
17834	-91,85622589
17835	-91,85533037
17836	-91,8545728
17837	-91,85381584
17838	-91,85296689
17839	-91,85203543
17840	-91,85114037
17841	-91,85039494
17842	-91,84991173
17843	-91,84974986
17844	-91,84980324
17845	-91,84995766
17846	-91,85014781
17847	-91,85034422
17848	-91,85054863
17849	-91,85070566
17850	-91,85079531
17851	-91,85086575
17852	-91,8509861
17853	-91,85118649
17854	-91,8514609
17855	-91,85181384
17856	-91,85220266
17857	-91,85252491
17858	-91,85266687
17859	-91,85266913
17860	-91,85264312
17861	-91,85261454
17862	-91,85257644
17863	-91,85250133
17864	-91,8524102
17865	-91,85227006
17866	-91,85197534
17867	-91,85142047
17868	-91,85062226
17869	-91,84957267
17870	-91,84819522
17871	-91,84653914
17872	-91,84469601
17873	-91,84272451
17874	-91,84063908
17875	-91,83849255
17876	-91,83635273
17877	-91,83429793
17878	-91,83245823
17879	-91,83091252
17880	-91,82974038
17881	-91,82905905
17882	-91,82898446
17883	-91,82945012
17884	-91,83043907
17885	-91,83194521
17886	-91,83384298
17887	-91,83602341
17888	-91,83851985
17889	-91,84140558
17890	-91,84457071
17891	-91,84786906
17892	-91,85118057
17893	-91,85432306
17894	-91,857158
17895	-91,85965621
17896	-91,86184234
17897	-91,86375666
17898	-91,86542614
17899	-91,86681693
17900	-91,86795386
17901	-91,8689271
17902	-91,86977609
17903	-91,87044362
17904	-91,87079626
17905	-91,87081097
17906	-91,87056768
17907	-91,8701417
17908	-91,86965291
17909	-91,8692082
17910	-91,86877565
17911	-91,86829152
17912	-91,86774019
17913	-91,8671414
17914	-91,86655331
17915	-91,86602859
17916	-91,865595
17917	-91,86528272
17918	-91,86513744
17919	-91,86521528
17920	-91,86557495
17921	-91,86623751
17922	-91,86720737
17923	-91,86848205
17924	-91,87005345
17925	-91,87190461
17926	-91,87401929
17927	-91,87628767
17928	-91,87861464
17929	-91,88087505
17930	-91,88292813
17931	-91,88467695
17932	-91,88607835
17933	-91,88718465
17934	-91,88807671
17935	-91,88882478
17936	-91,88950086
17937	-91,89014925
17938	-91,89071792
17939	-91,89110469
17940	-91,89123108
17941	-91,89105972
17942	-91,89063082
17943	-91,89004752
17944	-91,88930766
17945	-91,88837913
17946	-91,88735071
17947	-91,88637984
17948	-91,88545385
17949	-91,88451865
17950	-91,88350036
17951	-91,88221511
17952	-91,88057528
17953	-91,8785953
17954	-91,87627669
17955	-91,87372633
17956	-91,87106552
17957	-91,86833282
17958	-91,8655532
17959	-91,86280984
17960	-91,860191
17961	-91,85771381
17962	-91,8553622
17963	-91,85314912
17964	-91,85103416
17965	-91,84898754
17966	-91,8471231
17967	-91,84551829
17968	-91,84420627
17969	-91,84325324
17970	-91,84264148
17971	-91,84232102
17972	-91,84229668
17973	-91,84252436
17974	-91,84290205
17975	-91,84336445
17976	-91,84382864
17977	-91,84422266
17978	-91,84447013
17979	-91,84457358
17980	-91,84458474
17981	-91,84455598
17982	-91,84458731
17983	-91,84471478
17984	-91,84491095
17985	-91,84512958
17986	-91,84523612
17987	-91,84511059
17988	-91,84475009
17989	-91,84432568
17990	-91,8439367
17991	-91,84356771
17992	-91,8431698
17993	-91,84272862
17994	-91,84224432
17995	-91,84176335
17996	-91,84129407
17997	-91,84077659
17998	-91,84016521
17999	-91,83948786
18000	-91,83877075
18001	-91,8381289
18002	-91,8376896
18003	-91,83747796
18004	-91,83743648
18005	-91,83755179
18006	-91,83785424
18007	-91,83835038
18008	-91,83906176
18009	-91,83996759
18010	-91,84100526
18011	-91,84227819
18012	-91,84389289
18013	-91,84597765
18014	-91,84886299
18015	-91,85342642
18016	-91,86066253
18017	-91,87147145
18018	-91,88688288
18019	-91,9071261
18020	-91,93158763
18021	-91,95993143
18022	-91,99205445
18023	-92,02744571
18024	-92,06540743
18025	-92,10578856
18026	-92,14813958
18027	-92,19190368
18028	-92,23678088
18029	-92,2823686
18030	-92,32751239
18031	-92,37082843
18032	-92,41121442
18033	-92,44738931
18034	-92,47884682
18035	-92,5061141
18036	-92,52949659
18037	-92,54900633
18038	-92,56502931
18039	-92,57817493
18040	-92,58850468
18041	-92,59610191
18042	-92,60117938
18043	-92,60382508
18044	-92,60390514
18045	-92,60168254
18046	-92,59765355
18047	-92,59201772
18048	-92,58504687
18049	-92,57697168
18050	-92,5678895
18051	-92,5579392
18052	-92,54723629
18053	-92,53573205
18054	-92,52346967
18055	-92,51059459
18056	-92,49719331
18057	-92,48341938
18058	-92,46941263
18059	-92,45526785
18060	-92,44108892
18061	-92,42698082
18062	-92,41285538
18063	-92,39873913
18064	-92,38490079
18065	-92,37141514
18066	-92,35819272
18067	-92,34516558
18068	-92,33253011
18069	-92,32040829
18070	-92,30870192
18071	-92,29743517
18072	-92,28654941
18073	-92,27595693
18074	-92,26571027
18075	-92,2555245
18076	-92,24507464
18077	-92,23447298
18078	-92,22364652
18079	-92,21236459
18080	-92,20072305
18081	-92,18894941
18082	-92,1772615
18083	-92,16571256
18084	-92,15432756
18085	-92,14328024
18086	-92,13275532
18087	-92,12283778
18088	-92,11352681
18089	-92,10488698
18090	-92,09716696
18091	-92,09048647
18092	-92,08473846
18093	-92,07986697
18094	-92,07587174
18095	-92,07260297
18096	-92,06981836
18097	-92,06729989
18098	-92,0648895
18099	-92,06246429
18100	-92,05983533
18101	-92,05685538
18102	-92,05349551
18103	-92,04981844
18104	-92,04582921
18105	-92,0415056
18106	-92,03687976
18107	-92,03200021
18108	-92,02687982
18109	-92,02149006
18110	-92,01573582
18111	-92,00964511
18112	-92,00336257
18113	-91,99702048
18114	-91,99074361
18115	-91,98461609
18116	-91,97870158
18117	-91,97305209
18118	-91,96768192
18119	-91,96258484
18120	-91,95769608
18121	-91,95304333
18122	-91,94867862
18123	-91,94468409
18124	-91,94111483
18125	-91,93806302
18126	-91,93552845
18127	-91,9334196
18128	-91,93167694
18129	-91,93022098
18130	-91,92899457
18131	-91,92806479
18132	-91,92747263
18133	-91,92721538
18134	-91,9273127
18135	-91,92787692
18136	-91,92886946
18137	-91,93024425
18138	-91,93188835
18139	-91,93368989
18140	-91,93554824
18141	-91,93733405
18142	-91,93900565
18143	-91,94052734
18144	-91,94189904
18145	-91,94317493
18146	-91,94434128
18147	-91,94542718
18148	-91,9464446
18149	-91,94738674
18150	-91,94820058
18151	-91,94881327
18152	-91,94920751
18153	-91,9494252
18154	-91,94946061
18155	-91,94927679
18156	-91,94892056
18157	-91,94848023
18158	-91,94806294
18159	-91,94780045
18160	-91,94777358
18161	-91,9480381
18162	-91,94845574
18163	-91,94884591
18164	-91,94908629
18165	-91,94909527
18166	-91,94880262
18167	-91,94802905
18168	-91,94674828
18169	-91,9450888
18170	-91,94316159
18171	-91,94113349
18172	-91,93910921
18173	-91,93716012
18174	-91,93532328
18175	-91,93357067
18176	-91,93185721
18177	-91,93026624
18178	-91,92890007
18179	-91,92778524
18180	-91,92689667
18181	-91,92620653
18182	-91,9258145
18183	-91,92568859
18184	-91,92573583
18185	-91,92600101
18186	-91,92643649
18187	-91,92696078
18188	-91,92752299
18189	-91,92806028
18190	-91,92856346
18191	-91,92889027
18192	-91,92883586
18193	-91,92839908
18194	-91,92765478
18195	-91,92664575
18196	-91,92539073
18197	-91,9239597
18198	-91,92248411
18199	-91,9211179
18200	-91,91987384
18201	-91,91874686
18202	-91,91763984
18203	-91,91646806
18204	-91,9151326
18205	-91,913555
18206	-91,91183015
18207	-91,9101507
18208	-91,90856727
18209	-91,90708439
18210	-91,90574752
18211	-91,90472605
18212	-91,90412884
18213	-91,90395604
18214	-91,90419587
18215	-91,90476157
18216	-91,90548851
18217	-91,90636335
18218	-91,9073967
18219	-91,90862026
18220	-91,91004865
18221	-91,91166308
18222	-91,91344449
18223	-91,91542369
18224	-91,91761615
18225	-91,91997883
18226	-91,92239026
18227	-91,92463211
18228	-91,92656792
18229	-91,92809688
18230	-91,92921357
18231	-91,9300406
18232	-91,93068172
18233	-91,93127651
18234	-91,93186655
18235	-91,93245644
18236	-91,93302486
18237	-91,93346931
18238	-91,93359536
18239	-91,93331071
18240	-91,93276912
18241	-91,93216132
18242	-91,93174194
18243	-91,93167638
18244	-91,93193755
18245	-91,93249038
18246	-91,93329287
18247	-91,93417784
18248	-91,93489745
18249	-91,93537057
18250	-91,93566325
18251	-91,93584251
18252	-91,93610038
18253	-91,93668326
18254	-91,93770559
18255	-91,93896732
18256	-91,94013951
18257	-91,94088039
18258	-91,94103635
18259	-91,94061133
18260	-91,93965635
18261	-91,93823324
18262	-91,93648496
18263	-91,93457616
18264	-91,93255782
18265	-91,93037897
18266	-91,92802821
18267	-91,92548101
18268	-91,92268227
18269	-91,91967543
18270	-91,91660243
18271	-91,91362355
18272	-91,91090894
18273	-91,90851654
18274	-91,9064777
18275	-91,90479304
18276	-91,90345628
18277	-91,90242078
18278	-91,90160833
18279	-91,90100868
18280	-91,90064518
18281	-91,90050538
18282	-91,90056599
18283	-91,90080308
18284	-91,90111424
18285	-91,90146847
18286	-91,90192183
18287	-91,90249152
18288	-91,90315539
18289	-91,90392436
18290	-91,90485592
18291	-91,90598478
18292	-91,90728205
18293	-91,90867878
18294	-91,91007241
18295	-91,91142348
18296	-91,91273801
18297	-91,91395159
18298	-91,91504665
18299	-91,91601656
18300	-91,91675771
18301	-91,91710124
18302	-91,91696488
18303	-91,91642916
18304	-91,91556299
18305	-91,91437684
18306	-91,91283445
18307	-91,91097571
18308	-91,90884469
18309	-91,9065046
18310	-91,90395284
18311	-91,9012009
18312	-91,89832889
18313	-91,89539183
18314	-91,8925041
18315	-91,88987261
18316	-91,88766191
18317	-91,88592117
18318	-91,88453962
18319	-91,88342663
18320	-91,88254167
18321	-91,88185838
18322	-91,88133502
18323	-91,88101985
18324	-91,88098831
18325	-91,88129797
18326	-91,88193139
18327	-91,88283773
18328	-91,88399906
18329	-91,88530073
18330	-91,88659622
18331	-91,88786867
18332	-91,8891508
18333	-91,89044798
18334	-91,89171988
18335	-91,89296829
18336	-91,89423493
18337	-91,89553008
18338	-91,89681638
18339	-91,89805867
18340	-91,89927099
18341	-91,9004519
18342	-91,90155498
18343	-91,90250059
18344	-91,9033055
18345	-91,90399592
18346	-91,90451869
18347	-91,90479969
18348	-91,90487015
18349	-91,90484927
18350	-91,90480889
18351	-91,90480742
18352	-91,90486102
18353	-91,90493032
18354	-91,90493101
18355	-91,904787
18356	-91,9045497
18357	-91,90422797
18358	-91,90380573
18359	-91,90327523
18360	-91,90260946
18361	-91,90182349
18362	-91,90099012
18363	-91,90018926
18364	-91,89943232
18365	-91,89874053
18366	-91,89808856
18367	-91,89751731
18368	-91,89707236
18369	-91,89680678
18370	-91,8966898
18371	-91,89657693
18372	-91,89650134
18373	-91,89652686
18374	-91,89668708
18375	-91,89705487
18376	-91,8976885
18377	-91,89863887
18378	-91,8998936
18379	-91,90135309
18380	-91,90281382
18381	-91,90413947
18382	-91,90526325
18383	-91,90614176
18384	-91,9067822
18385	-91,90722077
18386	-91,90754768
18387	-91,90779544
18388	-91,90797478
18389	-91,90807286
18390	-91,90804704
18391	-91,90786512
18392	-91,9074499
