l4at56um-in-pool1pts-25deg-250rpm20/11/202208:07:50;;
Time (seconds);Raw Heat Rate (uJ / s);Raw Heat Rate (ucal / s)
13621;-91,88264663;-21,9604796
13622;-91,88353073;-21,9606909
13623;-91,88451905;-21,96092711
13624;-91,88555912;-21,9611757
13625;-91,88657322;-21,96141807
13626;-91,88749345;-21,96163801
13627;-91,88833103;-21,9618382
13628;-91,88913405;-21,96203013
13629;-91,88997105;-21,96223017
13630;-91,89091392;-21,96245553
13631;-91,89201035;-21,96271758
13632;-91,89322266;-21,96300733
13633;-91,89443539;-21,96329718
13634;-91,89558293;-21,96357145
13635;-91,89668178;-21,96383408
13636;-91,89777822;-21,96409613
13637;-91,89883583;-21,96434891
13638;-91,89984888;-21,96459103
13639;-91,90090759;-21,96484407
13640;-91,90196512;-21,96509683
13641;-91,90304085;-21,96535393
13642;-91,90414978;-21,96561897
13643;-91,90527003;-21,96588672
13644;-91,90632851;-21,9661397
13645;-91,90727109;-21,96636498
13646;-91,90808444;-21,96655938
13647;-91,90873753;-21,96671547
13648;-91,90914118;-21,96681195
13649;-91,90928237;-21,96684569
13650;-91,90923149;-21,96683353
13651;-91,90902727;-21,96678472
13652;-91,90876933;-21,96672307
13653;-91,90852624;-21,96666497
13654;-91,90822323;-21,96659255
13655;-91,90783274;-21,96649922
13656;-91,90737878;-21,96639072
13657;-91,9069264;-21,9662826
13658;-91,90652044;-21,96618557
13659;-91,90622025;-21,96611383
13660;-91,90603741;-21,96607013
13661;-91,90587682;-21,96603174
13662;-91,90565717;-21,96597925
13663;-91,9053886;-21,96591506
13664;-91,90509462;-21,96584479
13665;-91,90481159;-21,96577715
13666;-91,90454483;-21,96571339
13667;-91,90427903;-21,96564986
13668;-91,90404016;-21,96559277
13669;-91,90397995;-21,96557838
13670;-91,90423812;-21,96564009
13671;-91,90469517;-21,96574932
13672;-91,90515106;-21,96585828
13673;-91,90548591;-21,96593832
13674;-91,90562838;-21,96597237
13675;-91,90556539;-21,96595731
13676;-91,90532391;-21,9658996
13677;-91,9049795;-21,96581728
13678;-91,9046044;-21,96572763
13679;-91,90416548;-21,96562273
13680;-91,9036092;-21,96548977
13681;-91,90292025;-21,96532511
13682;-91,90206039;-21,9651196
13683;-91,90101255;-21,96486916
13684;-91,89973208;-21,96456312
13685;-91,89812681;-21,96417945
13686;-91,89623478;-21,96372724
13687;-91,89419195;-21,96323899
13688;-91,89218292;-21,96275883
13689;-91,89033229;-21,96231651
13690;-91,88864724;-21,96191378
13691;-91,88711475;-21,9615475
13692;-91,88574852;-21,96122097
13693;-91,8844818;-21,96091821
13694;-91,88326336;-21,960627
13695;-91,88206013;-21,96033942
13696;-91,88079262;-21,96003648
13697;-91,87941892;-21,95970815
13698;-91,87796863;-21,95936153
13699;-91,87640713;-21,95898832
13700;-91,87466565;-21,9585721
13701;-91,87266711;-21,95809443
13702;-91,87030997;-21,95753106
13703;-91,86746229;-21,95685045
13704;-91,86407453;-21,95604076
13705;-91,86009732;-21,95509018
13706;-91,85560997;-21,95401768
13707;-91,85069584;-21,95284317
13708;-91,84544385;-21,95158792
13709;-91,83999337;-21,95028522
13710;-91,8343543;-21,94893745
13711;-91,82859224;-21,94756029
13712;-91,82282264;-21,94618132
13713;-91,81712185;-21,9448188
13714;-91,81158047;-21,94349438
13715;-91,8063317;-21,94223989
13716;-91,80151298;-21,94108819
13717;-91,79726401;-21,94007266
13718;-91,79364318;-21,93920726
13719;-91,79063144;-21,93848744
13720;-91,78829363;-21,93792869
13721;-91,78669081;-21,9375456
13722;-91,78578396;-21,93732886
13723;-91,78548275;-21,93725687
13724;-91,78571177;-21,93731161
13725;-91,78648662;-21,9374968
13726;-91,78774627;-21,93779786
13727;-91,78945112;-21,93820533
13728;-91,79152943;-21,93870206
13729;-91,79388365;-21,93926473
13730;-91,79649354;-21,93988851
13731;-91,79931843;-21,94056368
13732;-91,80217266;-21,94124585
13733;-91,80494193;-21,94190773
13734;-91,8075939;-21,94254156
13735;-91,8100644;-21,94313203
13736;-91,81222882;-21,94364934
13737;-91,81407077;-21,94408957
13738;-91,81572197;-21,94448422
13739;-91,81726601;-21,94485325
13740;-91,8187662;-21,94521181
13741;-91,82030234;-21,94557895
13742;-91,82181806;-21,94594122
13743;-91,82323995;-21,94628106
13744;-91,82450108;-21,94658248
13745;-91,82551238;-21,94682418
13746;-91,8262012;-21,94698881
13747;-91,82657972;-21,94707928
13748;-91,8267178;-21,94711229
13749;-91,82669995;-21,94710802
13750;-91,82658412;-21,94708033
13751;-91,82645314;-21,94704903
13752;-91,82640788;-21,94703821
13753;-91,8264899;-21,94705782
13754;-91,82671772;-21,94711227
13755;-91,82706827;-21,94719605
13756;-91,82749637;-21,94729837
13757;-91,82798918;-21,94741615
13758;-91,82857752;-21,94755677
13759;-91,82930707;-21,94773114
13760;-91,83016153;-21,94793536
13761;-91,83119896;-21,94818331
13762;-91,83254846;-21,94850585
13763;-91,83425196;-21,94891299
13764;-91,8363466;-21,94941362
13765;-91,83893571;-21,95003244
13766;-91,84200705;-21,9507665
13767;-91,84552729;-21,95160786
13768;-91,84939024;-21,95253113
13769;-91,85343742;-21,95349843
13770;-91,85761633;-21,95449721
13771;-91,86193659;-21,95552978
13772;-91,86641781;-21,95660082
13773;-91,87098843;-21,95769322
13774;-91,87560589;-21,95879682
13775;-91,88028392;-21,9599149
13776;-91,88500617;-21,96104354
13777;-91,88969191;-21,96216346
13778;-91,89424928;-21,9632527
13779;-91,8985427;-21,96427885
13780;-91,90238877;-21,96519808
13781;-91,90567767;-21,96598415
13782;-91,90831245;-21,96661387
13783;-91,91031976;-21,96709363
13784;-91,91184233;-21,96745754
13785;-91,9129677;-21,96772651
13786;-91,9136782;-21,96789632
13787;-91,9139861;-21,96796991
13788;-91,91393445;-21,96795757
13789;-91,91358705;-21,96787453
13790;-91,91298767;-21,96773128
13791;-91,91216371;-21,96753435
13792;-91,91113091;-21,9672875
13793;-91,90999174;-21,96701523
13794;-91,90882513;-21,96673641
13795;-91,90770814;-21,96646944
13796;-91,90675195;-21,9662409
13797;-91,90600203;-21,96606167
13798;-91,90545671;-21,96593134
13799;-91,90506523;-21,96583777
13800;-91,90472398;-21,96575621
13801;-91,90439411;-21,96567737
13802;-91,90416806;-21,96562334
13803;-91,90408874;-21,96560438
13804;-91,90413216;-21,96561476
13805;-91,90432373;-21,96566055
13806;-91,90462478;-21,9657325
13807;-91,90503485;-21,96583051
13808;-91,90549699;-21,96594096
13809;-91,90594869;-21,96604892
13810;-91,90620171;-21,9661094
13811;-91,90575197;-21,96600191
13812;-91,90398427;-21,96557941
13813;-91,89973256;-21,96456323
13814;-91,89140924;-21,96257391
13815;-91,87706036;-21,95914445
13816;-91,85266386;-21,95331354
13817;-91,81438076;-21,94416366
13818;-91,76022141;-21,93121927
13819;-91,687591;-21,91386018
13820;-91,5920914;-21,89103523
13821;-91,47190522;-21,86231004
13822;-91,32810438;-21,82794082
13823;-91,15995302;-21,78775168
13824;-90,96472314;-21,74109062
13825;-90,74265831;-21,68801585
13826;-90,49698926;-21,62929954
13827;-90,2287682;-21,56519317
13828;-89,93747008;-21,49557124
13829;-89,62568726;-21,42105336
13830;-89,29897609;-21,34296752
13831;-88,96104158;-21,26219923
13832;-88,61752495;-21,18009679
13833;-88,2739714;-21,09798552
13834;-87,93339634;-21,01658612
13835;-87,60216485;-20,9374199
13836;-87,28514962;-20,86165144
13837;-86,98219857;-20,7892444
13838;-86,69596979;-20,72083408
13839;-86,43157199;-20,65764149
13840;-86,19041153;-20,60000276
13841;-85,9709701;-20,54755499
13842;-85,77431179;-20,50055253
13843;-85,60350737;-20,4597293
13844;-85,45902291;-20,42519668
13845;-85,3386886;-20,39643609
13846;-85,24373525;-20,37374169
13847;-85,17325904;-20,35689748
13848;-85,12450513;-20,34524501
13849;-85,09845002;-20,33901769
13850;-85,09384916;-20,33791806
13851;-85,10758006;-20,34119982
13852;-85,13920069;-20,34875733
13853;-85,18800649;-20,3604222
13854;-85,25194987;-20,37570504
13855;-85,32888429;-20,3940928
13856;-85,41872128;-20,41556436
13857;-85,52019737;-20,43981773
13858;-85,63119867;-20,46634767
13859;-85,75140864;-20,49507855
13860;-85,87955274;-20,52570572
13861;-86,01386714;-20,55780763
13862;-86,1534362;-20,59116544
13863;-86,29841329;-20,6258158
13864;-86,44728487;-20,66139696
13865;-86,59816701;-20,69745866
13866;-86,75206519;-20,7342412
13867;-86,90835453;-20,77159525
13868;-87,06458348;-20,80893487
13869;-87,22103497;-20,84632767
13870;-87,37802478;-20,88384913
13871;-87,53325966;-20,92095116
13872;-87,68628006;-20,95752391
13873;-87,83831896;-20,99386208
13874;-87,98789894;-21,02961256
13875;-88,13387302;-21,0645012
13876;-88,27691807;-21,09868979
13877;-88,41750986;-21,13229203
13878;-88,55447357;-21,16502714
13879;-88,68697378;-21,19669546
13880;-88,81657311;-21,22767044
13881;-88,94213869;-21,25768133
13882;-89,06301313;-21,28657102
13883;-89,18085607;-21,31473615
13884;-89,29479809;-21,34196895
13885;-89,40438071;-21,36815983
13886;-89,51108254;-21,39366218
13887;-89,61485113;-21,41846346
13888;-89,71440461;-21,44225732
13889;-89,81033141;-21,46518437
13890;-89,90349402;-21,48745077
13891;-89,9934904;-21,50896042
13892;-90,07998265;-21,52963256
13893;-90,16287051;-21,54944324
13894;-90,24243031;-21,56845849
13895;-90,31801579;-21,58652385
13896;-90,38963999;-21,60364245
13897;-90,45819257;-21,6200269
13898;-90,52313302;-21,63554804
13899;-90,58444907;-21,65020293
13900;-90,64295623;-21,66418648
13901;-90,69821703;-21,67739413
13902;-90,75058471;-21,6899103
13903;-90,80069637;-21,70188728
13904;-90,84794539;-21,71318006
13905;-90,89255096;-21,72384105
13906;-90,93498214;-21,73398235
13907;-90,97474157;-21,74348508
13908;-91,01198106;-21,75238553
13909;-91,04741912;-21,76085543
13910;-91,08121074;-21,76893182
13911;-91,11339241;-21,77662343
13912;-91,14387695;-21,7839094
13913;-91,17282124;-21,79082726
13914;-91,20044379;-21,7974292
13915;-91,22659478;-21,80367944
13916;-91,25136377;-21,80959937
13917;-91,27478978;-21,81519832
13918;-91,29694309;-21,82049309
13919;-91,3179654;-21,82551754
13920;-91,33780857;-21,83026018
13921;-91,3565536;-21,83474034
13922;-91,37439219;-21,83900387
13923;-91,39154354;-21,84310314
13924;-91,4079312;-21,84701988
13925;-91,42348977;-21,85073847
13926;-91,43842682;-21,85430851
13927;-91,45270501;-21,85772108
13928;-91,46624919;-21,86095822
13929;-91,47917095;-21,86404659
13930;-91,49162064;-21,86702214
13931;-91,5035172;-21,86986549
13932;-91,51460527;-21,8725156
13933;-91,52499106;-21,87499786
13934;-91,53493089;-21,87737354
13935;-91,54440652;-21,87963827
13936;-91,55345412;-21,8818007
13937;-91,56217448;-21,88388491
13938;-91,5705366;-21,88588351
13939;-91,57858084;-21,88780613
13940;-91,58638386;-21,88967109
13941;-91,59390972;-21,89146982
13942;-91,60127674;-21,89323058
13943;-91,60854807;-21,89496847
13944;-91,61566187;-21,89666871
13945;-91,62255332;-21,8983158
13946;-91,62919059;-21,89990215
13947;-91,63567836;-21,90145276
13948;-91,64208542;-21,90298409
13949;-91,64841209;-21,9044962
13950;-91,65463575;-21,90598369
13951;-91,66087517;-21,90747494
13952;-91,66715207;-21,90897516
13953;-91,67331346;-21,91044777
13954;-91,67925022;-21,91186669
13955;-91,6848769;-21,9132115
13956;-91,6901429;-21,9144701
13957;-91,69501631;-21,91563487
13958;-91,69948841;-21,91670373
13959;-91,70355586;-21,91767588
13960;-91,70722958;-21,91855392
13961;-91,71058739;-21,91935645
13962;-91,71366158;-21,9200912
13963;-91,71635607;-21,9207352
13964;-91,71861315;-21,92127465
13965;-91,72047239;-21,92171902
13966;-91,72182699;-21,92204278
13967;-91,72262362;-21,92223318
13968;-91,72296273;-21,92231423
13969;-91,722954;-21,92231214
13970;-91,72277191;-21,92226862
13971;-91,72256355;-21,92221882
13972;-91,722332;-21,92216348
13973;-91,72206453;-21,92209955
13974;-91,72175979;-21,92202672
13975;-91,72141158;-21,92194349
13976;-91,72105226;-21,92185761
13977;-91,72067089;-21,92176647
13978;-91,72029567;-21,92167679
13979;-91,72003501;-21,92161449
13980;-91,72002336;-21,9216117
13981;-91,72041027;-21,92170418
13982;-91,72125147;-21,92190523
13983;-91,72261141;-21,92223026
13984;-91,72453205;-21,9226893
13985;-91,72696156;-21,92326997
13986;-91,72980018;-21,92394842
13987;-91,73295866;-21,92470331
13988;-91,73639337;-21,92552423
13989;-91,74011665;-21,92641411
13990;-91,74416881;-21,9273826
13991;-91,74855007;-21,92842975
13992;-91,75320886;-21,92954323
13993;-91,75807069;-21,93070523
13994;-91,7629693;-21,93187603
13995;-91,76777926;-21,93302563
13996;-91,77242011;-21,93413483
13997;-91,77685439;-21,93519464
13998;-91,78097686;-21,93617994
13999;-91,78475773;-21,93708359
14000;-91,78820548;-21,93790762
14001;-91,79131225;-21,93865015
14002;-91,79417175;-21,93933359
14003;-91,79684104;-21,93997157
14004;-91,79937497;-21,94057719
14005;-91,80188276;-21,94117657
14006;-91,8043675;-21,94177044
14007;-91,80683093;-21,94235921
14008;-91,80926229;-21,94294032
14009;-91,8116504;-21,94351109
14010;-91,81399214;-21,94407078
14011;-91,81625632;-21,94461193
14012;-91,81850105;-21,94514843
14013;-91,82081062;-21,94570044
14014;-91,82316376;-21,94626285
14015;-91,82559381;-21,94684364
14016;-91,82812828;-21,9474494
14017;-91,83066051;-21,94805461
14018;-91,8331067;-21,94863927
14019;-91,83540181;-21,94918781
14020;-91,83745506;-21,94967855
14021;-91,83927156;-21,9501127
14022;-91,84082441;-21,95048385
14023;-91,84215257;-21,95080128
14024;-91,84337312;-21,951093
14025;-91,84449801;-21,95136186
14026;-91,84553164;-21,9516089
14027;-91,84640782;-21,95181831
14028;-91,84706934;-21,95197642
14029;-91,84751098;-21,95208197
14030;-91,84764734;-21,95211456
14031;-91,84747238;-21,95207275
14032;-91,84715428;-21,95199672
14033;-91,84680331;-21,95191284
14034;-91,84642997;-21,95182361
14035;-91,84601606;-21,95172468
14036;-91,84557237;-21,95161863
14037;-91,84517427;-21,95152349
14038;-91,8448743;-21,95145179
14039;-91,84463567;-21,95139476
14040;-91,8444343;-21,95134663
14041;-91,84419711;-21,95128994
14042;-91,84387583;-21,95121315
14043;-91,84339418;-21,95109804
14044;-91,84274716;-21,95094339
14045;-91,84202265;-21,95077023
14046;-91,8412118;-21,95057643
14047;-91,84022901;-21,95034154
14048;-91,83908684;-21,95006856
14049;-91,83783268;-21,9497688
14050;-91,83646255;-21,94944134
14051;-91,83500545;-21,94909308
14052;-91,83351133;-21,94873598
14053;-91,83192919;-21,94835784
14054;-91,83019916;-21,94794435
14055;-91,82836697;-21,94750645
14056;-91,82651959;-21,94706491
14057;-91,82472914;-21,94663698
14058;-91,82308996;-21,94624521
14059;-91,82155622;-21,94587864
14060;-91,82000948;-21,94550896
14061;-91,81846756;-21,94514043
14062;-91,81694827;-21,94477731
14063;-91,81535134;-21,94439564
14064;-91,81366411;-21,94399238
14065;-91,81192223;-21,94357606
14066;-91,81008187;-21,9431362
14067;-91,80810528;-21,94266379
14068;-91,806036;-21,94216922
14069;-91,80400705;-21,94168429
14070;-91,80207325;-21,9412221
14071;-91,80025461;-21,94078743
14072;-91,79851622;-21,94037195
14073;-91,79685305;-21,93997444
14074;-91,79536205;-21,93961808
14075;-91,7940825;-21,93931226
14076;-91,79298379;-21,93904966
14077;-91,79209071;-21,93883621
14078;-91,79139495;-21,93866992
14079;-91,79085587;-21,93854108
14080;-91,79047867;-21,93845093
14081;-91,79028924;-21,93840565
14082;-91,79031588;-21,93841202
14083;-91,79054159;-21,93846596
14084;-91,79090747;-21,93855341
14085;-91,79129222;-21,93864537
14086;-91,79163751;-21,93872789
14087;-91,79201501;-21,93881812
14088;-91,79247769;-21,9389287
14089;-91,79292519;-21,93903566
14090;-91,79326607;-21,93911713
14091;-91,79346016;-21,93916352
14092;-91,79353858;-21,93918226
14093;-91,79367412;-21,93921466
14094;-91,79394434;-21,93927924
14095;-91,79427021;-21,93935712
14096;-91,79454252;-21,93942221
14097;-91,79471336;-21,93946304
14098;-91,79476166;-21,93947458
14099;-91,79468267;-21,9394557
14100;-91,79459822;-21,93943552
14101;-91,7946526;-21,93944852
14102;-91,79483023;-21,93949097
14103;-91,79506195;-21,93954635
14104;-91,79529237;-21,93960143
14105;-91,79554234;-21,93966117
14106;-91,79583963;-21,93973223
14107;-91,79608909;-21,93979185
14108;-91,79624379;-21,93982882
14109;-91,79631806;-21,93984657
14110;-91,79630911;-21,93984443
14111;-91,79624547;-21,93982922
14112;-91,79607779;-21,93978915
14113;-91,79575161;-21,93971119
14114;-91,79538313;-21,93962312
14115;-91,79508225;-21,93955121
14116;-91,7948579;-21,93949759
14117;-91,79471645;-21,93946378
14118;-91,79460873;-21,93943803
14119;-91,79460885;-21,93943806
14120;-91,79477963;-21,93947888
14121;-91,79511879;-21,93955994
14122;-91,79564431;-21,93968554
14123;-91,79622367;-21,93982401
14124;-91,79665998;-21,93992829
14125;-91,79693491;-21,939994
14126;-91,79699032;-21,94000725
14127;-91,79682126;-21,93996684
14128;-91,79649609;-21,93988912
14129;-91,79585542;-21,939736
14130;-91,79482375;-21,93948942
14131;-91,79345854;-21,93916313
14132;-91,79186843;-21,93878309
14133;-91,79013494;-21,93836877
14134;-91,78822023;-21,93791115
14135;-91,78618076;-21,9374237
14136;-91,78413717;-21,93693527
14137;-91,78215237;-21,93646089
14138;-91,78034846;-21,93602975
14139;-91,77882805;-21,93566636
14140;-91,77757438;-21,93536673
14141;-91,77663397;-21,93514196
14142;-91,77606286;-21,93500546
14143;-91,7759058;-21,93496793
14144;-91,77631184;-21,93506497
14145;-91,7772897;-21,93529868
14146;-91,77873762;-21,93564475
14147;-91,78056399;-21,93608126
14148;-91,78280894;-21,93661781
14149;-91,78547422;-21,93725483
14150;-91,78847784;-21,93797272
14151;-91,79177795;-21,93876146
14152;-91,79538478;-21,93962351
14153;-91,79926711;-21,94055141
14154;-91,80349425;-21,94156172
14155;-91,8081985;-21,94268607
14156;-91,8134618;-21,94394402
14157;-91,81919133;-21,94531342
14158;-91,82520931;-21,94675175
14159;-91,83127741;-21,94820206
14160;-91,8371803;-21,94961288
14161;-91,84275852;-21,95094611
14162;-91,84795732;-21,95218865
14163;-91,85271983;-21,95332692
14164;-91,85704143;-21,95435981
14165;-91,86086039;-21,95527256
14166;-91,86401201;-21,95602582
14167;-91,86648491;-21,95661685
14168;-91,86838696;-21,95707145
14169;-91,8697156;-21,95738901
14170;-91,87053684;-21,95758529
14171;-91,8709284;-21,95767887
14172;-91,87103408;-21,95770413
14173;-91,8710383;-21,95770514
14174;-91,87108068;-21,95771527
