scan 1320/11/202208:13:50						
temp(C)	power	time(seconds)				
77,87145996	0,256729215	4373,549316				
77,97331238	0,257091641	4379,65918				
78,07527161	0,256572664	4385,776367				
78,17726135	0,2564013	4391,896973				
78,27902985	0,254392087	4398,001953				
78,38092041	0,251168519	4404,115723				
78,4828949	0,25028345	4410,234375				
78,5848465	0,251476943	4416,347168				
78,6867218	0,250486791	4422,463379				
78,78852844	0,248259619	4428,572266				
78,89041138	0,244985268	4434,684082				
78,99226379	0,243401036	4440,796387				
79,09420776	0,238363698	4446,911133				
79,19620514	0,228092507	4453,033691				
79,29797363	0,225337029	4459,13916				
79,39988708	0,219379634	4465,251465				
79,50193787	0,191257223	4471,376953				
79,60384369	0,172819018	4477,491699				
79,70584869	0,171633422	4483,611816				
79,807724	0,177744046	4489,724121				
79,90975952	0,182135805	4495,84668				
80,01170349	0,182668656	4501,960449				
80,11366272	0,180929467	4508,081543				
80,2155838	0,172564551	4514,196289				
80,31745911	0,166982964	4520,306152				
80,41946411	0,160249397	4526,429199				
80,52144623	0,151679039	4532,547363				
80,62335968	0,141701177	4538,663086				
80,72537994	0,128739432	4544,782715				
80,82723999	0,108658455	4550,896973				
80,92914581	0,110415392	4557,01123				
81,03108215	0,113409169	4563,125488				
81,13299561	0,116600864	4569,242188				
81,23486328	0,121691912	4575,35498				
81,3367691	0,123341002	4581,470703				
81,43865967	0,124243259	4587,583496				
81,54061127	0,127798378	4593,69873				
81,64258575	0,130513027	4599,819336				
81,74452972	0,133634016	4605,935547				
81,84648132	0,135882869	4612,053223				
81,94896698	0,138019115	4618,204102				
82,0508728	0,136733875	4624,319336				
82,15270996	0,135824367	4630,428711				
82,25456238	0,138041809	4636,541504				
82,35645294	0,14885138	4642,65332				
82,45834351	0,165738851	4648,765137				
82,56022644	0,179346487	4654,880859				
82,66220093	0,189814657	4660,999023				
82,7641449	0,200341165	4667,115234				
82,86605835	0,203668252	4673,230469				
82,96803284	0,213672981	4679,348633				
83,06999969	0,218506321	4685,464844				
83,17181396	0,232072413	4691,57666				
83,27375031	0,2395152	4697,692383				
83,3757019	0,251768798	4703,811035				
83,47756195	0,264913619	4709,921387				
83,57949066	0,27623868	4716,038574				
83,68152618	0,280377358	4722,158203				
83,78348541	0,283226043	4728,276855				
83,8853302	0,29064399	4734,387207				
83,98739624	0,302525431	4740,511719				
84,08931732	0,317835838	4746,626953				
84,19134521	0,330237031	4752,748047				
84,29322815	0,341289997	4758,860352				
84,39514923	0,34531948	4764,976563				
84,49707794	0,349830121	4771,092285				
84,59905243	0,352936029	4777,209473				
84,70095062	0,364958286	4783,32373				
84,802948	0,376279265	4789,442383				
84,90487671	0,385331422	4795,559082				
85,00683594	0,384405971	4801,678223				
85,10883331	0,378849328	4807,796875				
85,21089935	0,376537681	4813,921875				
85,3128891	0,382153988	4820,041016				
85,41488647	0,387833834	4826,159668				
85,51676178	0,395842165	4832,273926				
85,61868286	0,396466553	4838,387207				
85,7206192	0,393187255	4844,502441				
85,82264709	0,393534124	4850,625488				
85,92440796	0,393079966	4856,731445				
86,02639771	0,392125487	4862,853027				
86,12839508	0,393220723	4868,970215				
86,23025513	0,392446458	4875,080078				
86,33231354	0,392051786	4881,209473				
86,43421173	0,390526474	4887,317871				
86,53614044	0,389537573	4893,43457				
86,63806915	0,389159054	4899,552246				
86,74003601	0,38927269	4905,668945				
86,84194183	0,390899777	4911,781738				
86,94387054	0,390281886	4917,900879				
87,0456543	0,390009075	4924,005371				
87,14758301	0,39036411	4930,121582				
87,24951935	0,390931576	4936,237793				
87,35133362	0,390104562	4942,347168				
87,45336914	0,389533788	4948,46875				
87,55525208	0,390945911	4954,58252				
87,65724945	0,389989167	4960,70166				
87,75919342	0,388645977	4966,817871				
87,8611145	0,390000075	4972,933105				
87,96300507	0,387777478	4979,048828				
88,06491852	0,386488348	4985,161133				
88,16687012	0,384869337	4991,27832				
88,2687149	0,383556515	4997,387695				
88,37068176	0,382622212	5003,507813				
88,47262573	0,382594079	5009,623047				
88,57457733	0,381559342	5015,742676				
88,6764679	0,382950306	5021,854004				
88,7783432	0,382906258	5027,966797				
88,88013458	0,3826662	5034,076172				
88,98207855	0,38014099	5040,19043				
89,08403015	0,374828309	5046,308105				
89,1858902	0,365441412	5052,42041				
89,28792572	0,359251559	5058,543945				
89,3899231	0,355723411	5064,664063				
89,49193573	0,345601559	5070,782715				
89,59392548	0,340862721	5076,902832				
89,6960144	0,33198604	5083,028809				
89,79785156	0,311115474	5089,137207				
89,89977264	0,299486488	5095,253906				
90,00176239	0,28587845	5101,372559				
90,10370636	0,26538676	5107,490234				
90,20565796	0,250391752	5113,606934				
90,30758667	0,231447786	5119,725098				
90,40946198	0,213456735	5125,833984				
90,51145935	0,192282304	5131,953125				
90,61344147	0,174359888	5138,073242				
90,71540833	0,149956509	5144,190918				
90,81737518	0,117442943	5150,309082				
90,91931152	0,097842216	5156,424805				
91,02125549	0,079382524	5162,542969				
91,12323761	0,064184517	5168,658691				
91,2252655	0,047951113	5174,783691				
91,32713318	0,025992846	5180,894531				
91,42916107	-3,91E-05	5187,018066				
91,5311203	-0,001894382	5193,133789				
91,63305664	-0,006442721	5199,250488				
91,7349472	-0,015925946	5205,364258				
91,8368988	-0,016618954	5211,478027				
91,93883514	-0,019725975	5217,595215				
92,04084015	-0,028740818	5223,714844				
92,14277649	-0,039773066	5229,832031				
92,24468994	-0,059475701	5235,94873				
92,34666443	-0,088874377	5242,066406				
92,44857025	-0,121000752	5248,181641				
92,55049896	-0,116871819	5254,29541				
92,65247345	-0,109729208	5260,415039				
92,75444031	-0,115059808	5266,533203				
92,85630035	-0,125520512	5272,643555				
92,95825195	-0,130387843	5278,761719				
93,06020355	-0,137398139	5284,879883				
93,16218567	-0,14612782	5290,997559				
93,26413727	-0,157536447	5297,115234				
93,36603546	-0,167673022	5303,229492				
93,46783447	-0,176447839	5309,336426				
93,56976318	-0,187182441	5315,450684				
93,67173767	-0,198498815	5321,570801				
93,77363586	-0,209689498	5327,684082				
93,8755188	-0,212089032	5333,798828				
93,97750854	-0,203704342	5339,918945				
94,07943726	-0,204156637	5346,032227				
94,18149567	-0,215382025	5352,15625				
94,28334808	-0,25082165	5358,266113				
94,38530731	-0,290929675	5364,385254				
94,48727417	-0,314322263	5370,502441				
94,58927155	-0,34041205	5376,625488				
94,69133759	-0,393547297	5382,745605				
94,79322815	-0,455180466	5388,859375				
94,89523315	-0,503099501	5394,97998				
94,9972229	-0,5395298	5401,100586				
95,09915161	-0,583062649	5407,215332				
95,20102692	-0,622904241	5413,330078				
95,30285645	-0,645139933	5419,437988				
95,40486145	-0,662628949	5425,558105				
95,50675964	-0,660336912	5431,670898				
95,60866547	-0,716273069	5437,786133				
95,71053314	-0,770384908	5443,895996				
95,81242371	-0,809580743	5450,012695				
95,91439056	-0,857420921	5456,130371				
96,01633453	-0,904267907	5462,248535				
96,11837006	-0,944294393	5468,370117				
96,22029114	-0,974357665	5474,48584				
96,32221222	-1,012865186	5480,597168				
96,42405701	-1,020214796	5486,710449				
96,52599335	-1,012800574	5492,82666				
96,62796783	-1,027827501	5498,943848				
96,72989655	-1,061618567	5505,060059				
96,83181	-1,092236161	5511,178223				
96,93371582	-1,109795451	5517,289063				
97,03549957	-1,132757545	5523,399902				
97,13751221	-1,148541927	5529,518066				
97,23948669	-1,158095241	5535,636719				
97,34145355	-1,175891757	5541,754883				
97,44327545	-1,203819156	5547,864258				
97,54527283	-1,228263617	5553,98291				
97,6470871	-1,257923484	5560,092285				
97,7489624	-1,294949055	5566,203613				
97,85080719	-1,321763873	5572,316406				
97,95283508	-1,354977489	5578,4375				
98,05492401	-1,367493153	5584,562988				
98,15692139	-1,383024216	5590,683594				
98,2589035	-1,410851359	5596,80127				
98,36083984	-1,437538862	5602,92041				
98,46279907	-1,466110229	5609,03418				
98,5646286	-1,491663337	5615,147461				
98,66661835	-1,513163924	5621,265137				
98,76853943	-1,548145652	5627,380371				
98,8705368	-1,575600505	5633,499512				
98,97232056	-1,613774061	5639,605469				
99,07427979	-1,640783787	5645,725586				
99,17627716	-1,656554222	5651,842773				
99,27814484	-1,684004068	5657,956055				
99,38007355	-1,718934774	5664,07373				
99,48201752	-1,771339178	5670,187988				
99,58393097	-1,838559985	5676,302246				
99,68589783	-1,942970514	5682,422852				
99,78778076	-2,059288502	5688,533691				
99,88954163	-2,180531502	5694,641113				
99,99146271	-2,285283566	5700,755371				
